Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000865583800033,10.1146/annurev-resource-111820-032340,n/a,Meat Consumption and Sustainability,"Parlasca, Martin C.; Qaim, Matin",ANNUAL REVIEW OF RESOURCE ECONOMICS,0303 Sociology; 0201 Theoretical Economics; 1203 Economics and Management of Agriculture and Forestry; 0830 Environmental Science and Engineering,Review,14,n/a,17-41,2022,195,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000865583800033,21.1875,11.278350830078125,14.35,9.2,17.2898,13.5889,Domestic - Single,98.9691,5.8
WOS:000533460100001,10.1111/cjag.12231,n/a,COVID-19 impact on fruit and vegetable markets,"Richards, Timothy J.; Rickard, Bradley",CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,68,2,189-194,2020,195,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000533460100001,59.25,7.012092590332031,10.327248,3.29,27.8091,18.8821,International - Bilateral,99.8026,1.396
WOS:000592460300001,10.1111/ajae.12170,n/a,COVID-19 and the Demand for Online Food Shopping Services: Empirical Evidence from TaiwanJEL Codes,"Chang, Hung-Hao; Meyerhoefer, Chad D.",AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,103,2,448-465,2020,193,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000592460300001,19.428571,7.012092590332031,10.327248,9.93,27.5239,18.6884,International - Bilateral,99.7779,4.082
WOS:000598735200005,10.1111/ajae.12158,MEDLINE:33230345,COVID-19 AND SUPPLY CHAIN DISRUPTION: EVIDENCE FROM FOOD MARKETS IN INDIA,"Mahajan, Kanika; Tomar, Shekhar",AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,103,1,35-52,2021,191,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000598735200005,21.086207,5.805348873138428,6.7513514,9.06,32.9007,28.2906,Domestic - Multiple,99.9449,3.757
WOS:000590788800001,10.1002/aepp.13121,n/a,Local Food Supply Chain Dynamics and Resilience during COVID-19JEL codes,"Thilmany, Dawn; Canales, Elizabeth; Low, Sarah A.; Boys, Kathryn",APPLIED ECONOMIC PERSPECTIVES AND POLICY,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,43,1,86-104,2020,186,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000590788800001,30.558559,7.012092590332031,8.053149,6.09,26.5256,23.0966,Domestic - Multiple,99.7532,4.083
WOS:000530440800001,10.1111/cjag.12235,n/a,"Agriculture, transportation, and the COVID-19 crisis","Gray, Richard S.",CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,68,2,239-243,2020,185,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000530440800001,59.25,7.012092590332031,5.277984,3.12,26.383,35.0513,Domestic - Single,99.7285,1.396
WOS:000617041700005,10.1002/aepp.13003,n/a,"Uncertainty, Learning, and Technology Adoption in Agriculture","Chavas, Jean-Paul; Nauges, Celine",APPLIED ECONOMIC PERSPECTIVES AND POLICY,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,42,1,42-53,2020,179,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000617041700005,30.558559,7.012092590332031,10.327248,5.86,25.5273,17.3328,International - Bilateral,99.7039,4.083
WOS:000637859600001,10.1111/agec.12624,MEDLINE:34230728,"Impacts of COVID-19 on global poverty, food security, and diets: Insights from global model scenario analysis","Laborde, David; Martin, Will; Vos, Rob",AGRICULTURAL ECONOMICS,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,52,3,375-390,2021,176,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000637859600001,16.464286,5.805348873138428,3.84023,10.69,30.3169,45.8306,Domestic - Single,99.9173,3.887
WOS:000616267100004,10.1002/aepp.13118,n/a,Examining Food Purchase Behavior and Food Values During the COVID-19 PandemicJEL codes,"Ellison, Brenna; McFadden, Brandon; Rickard, Bradley J.; Wilson, Norbert L. W.",APPLIED ECONOMIC PERSPECTIVES AND POLICY,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,43,1,58-72,2021,169,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000616267100004,15.776596,5.805348873138428,9.17314,10.71,29.1111,18.4234,International - Bilateral,99.8897,4.89
WOS:000617041700002,10.1002/aepp.13008,n/a,Changes in Agricultural Extension and Implications for Farmer Adoption of New Practices,"Norton, George W.; Alwang, Jeffrey",APPLIED ECONOMIC PERSPECTIVES AND POLICY,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,42,1,8-20,2020,168,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000617041700002,30.558559,7.012092590332031,5.277984,5.5,23.9586,31.8303,Domestic - Single,99.6792,4.083
WOS:000590408400017,10.1146/annurev-resource-110119-024922,n/a,"Environmental, Economic, and Social Consequences of the Oil Palm Boom","Qaim, Matin; Sibhatu, Kibrom T.; Siregar, Hermanto; Grass, Ingo","ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 12",0303 Sociology; 1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0830 Environmental Science and Engineering,Article,12,n/a,321-344,2020,166,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000590408400017,44.043478,7.012092590332031,10.327248,3.77,23.6734,16.074,International - Bilateral,99.6545,n/a
WOS:000578030600001,10.1111/1477-9552.12408,n/a,Farmer Behaviour as Reasoned Action: A Critical Review of Research with the Theory of Planned Behaviour,"Sok, Jaap; Borges, Joao Rossi; Schmidt, Peter; Ajzen, Icek",JOURNAL OF AGRICULTURAL ECONOMICS,0202 Applied Economics; 1203 Economics and Management of Agriculture and Forestry,Review,72,2,388-412,2020,162,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000578030600001,143.0,19.933332443237305,96.333336,1.13,8.1271,1.6817,International - Trilateral,95.5556,3.581
WOS:000528483800001,10.1111/cjag.12227,n/a,Food security and Canada's agricultural system challenged by COVID-19,"Deaton, B. James; Deaton, Brady J.",CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,1203 Economics and Management of Agriculture and Forestry; 0202 Applied Economics,Article,68,2,143-149,2020,156,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000528483800001,59.25,7.012092590332031,10.327248,2.63,22.2473,15.1057,International - Bilateral,99.6298,1.396
WOS:000649475600015,10.1016/j.foodpol.2020.101874,n/a,"Global food waste across the income spectrum: Implications for food prices, production and resource use","Barrera, Emiliano Lopez; Hertel, Thomas",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 0832 Food Science and Engineering; 1004 Public Health and Preventive Medicine,Article,98,n/a,n/a,2021,154,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000649475600015,31.024242,5.805348873138428,3.84023,4.96,26.5273,40.1018,Domestic - Single,99.8621,6.08
WOS:000590408400016,10.1146/annurev-resource-110119-031134,n/a,Climate Change and the Financial System,"Monasterolo, Irene","ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 12",0303 Sociology; 1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0830 Environmental Science and Engineering,Article,12,n/a,299-320,2020,144,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000590408400016,44.043478,7.012092590332031,10.327248,3.27,20.536,13.9437,International - Bilateral,99.6051,n/a
WOS:000649475600007,10.1016/j.foodpol.2020.101974,MEDLINE:33012956,Reducing food loss and waste: Five challenges for policy and research,"Cattaneo, Andrea; Sanchez, Marco, V; Torero, Maximo; Vos, Rob",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 0832 Food Science and Engineering; 1004 Public Health and Preventive Medicine,Article,98,n/a,n/a,2021,143,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000649475600007,31.024242,5.805348873138428,9.17314,4.61,24.6325,15.589,International - Bilateral,99.8346,6.08
WOS:000628886300001,10.1002/aepp.13145,n/a,"Who drives the digital revolution in agriculture? A review of supply-side trends, players and challenges","Birner, Regina; Daum, Thomas; Pray, Carl",APPLIED ECONOMIC PERSPECTIVES AND POLICY,0201 Theoretical Economics; 0202 Applied Economics; 1203 Economics and Management of Agriculture and Forestry,Review,43,4,1260-1285,2021,139,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000628886300001,71.0,7.717391490936279,22.0,1.96,18.0113,6.3182,International - Bilateral,97.8261,4.89
WOS:000550709100001,10.1111/1467-8489.12390,n/a,"Internet Use, Sustainable Agricultural Practices and Rural Incomes: Evidence from China*","Ma, Wanglin; Wang, Xiaobing",AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,64,4,1087-1112,2020,135,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000550709100001,17.319149,7.012092590332031,10.327248,7.79,19.2525,13.0722,International - Bilateral,99.5805,2.863
WOS:000528298600011,10.1016/j.foodpol.2020.101880,n/a,Consumer trust in the food value chain and its impact on consumer confidence: A model for assessing consumer trust and evidence from a 5-country study in Europe,"Macready, Anna L.; Hieke, Sophie; Klimczuk-Kochanska, Magdalena; Szumial, Szymon; Vranken, Liesbet; Grunert, Klaus G.",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 0832 Food Science and Engineering; 1004 Public Health and Preventive Medicine,Article,92,n/a,n/a,2020,129,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000528298600011,29.04902,7.012092590332031,14.4,4.44,18.3968,8.9583,International - Quadrilateral +,99.5558,4.552
WOS:000544157900001,10.1093/erae/jbz033,n/a,Machine learning in agricultural and applied economics,"Storm, Hugo; Baylis, Kathy; Heckelei, Thomas",EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,0202 Applied Economics; 1203 Economics and Management of Agriculture and Forestry,Review,47,3,849-892,2020,128,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000544157900001,46.333333,19.933332443237305,21.555555,2.76,6.4214,5.9381,International - Bilateral,93.3333,3.836
WOS:000700870600001,10.1108/CAER-10-2020-0255,n/a,Digital inclusive finance and rural consumption structure - evidence from Peking University digital inclusive financial index and China household finance survey,"Yu, Chuanjiang; Jia, Nan; Li, Wenqi; Wu, Rui",CHINA AGRICULTURAL ECONOMIC REVIEW,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,14,1,165-183,2021,127,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000700870600001,20.547619,5.805348873138428,3.84023,6.18,21.8764,33.0709,Domestic - Single,99.807,4.265
WOS:000505982100001,10.1111/1477-9552.12325,n/a,Measuring Farmer Risk Preferences in Europe: A Systematic Review,"Iyer, Poorvi; Bozzola, Martina; Hirsch, Stefan; Meraner, Manuela; Finger, Robert",JOURNAL OF AGRICULTURAL ECONOMICS,0202 Applied Economics; 1203 Economics and Management of Agriculture and Forestry,Review,71,1,3-26,2020,124,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000505982100001,143.0,19.933332443237305,96.333336,0.87,6.2207,1.2872,International - Trilateral,91.1111,3.581
WOS:000670319900010,10.1016/j.foodpol.2021.102024,n/a,Do farmers gain internet dividends from E-commerce adoption? Evidence from China,"Li, Xiaokang; Guo, Hongdong; Jin, Songqing; Ma, Wanglin; Zeng, Yiwu",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 1004 Public Health and Preventive Medicine; 0832 Food Science and Engineering,Article,101,n/a,n/a,2021,120,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000670319900010,31.024242,5.805348873138428,10.802919,3.87,20.6706,11.1081,International - Trilateral,99.7794,6.08
WOS:000959476600001,10.1016/j.foodpol.2023.102422,n/a,A global view of aquaculture policy,"Naylor, Rosamond; Fang, Safari; Fanzo, Jessica",FOOD POLICY,0832 Food Science and Engineering; 1203 Economics and Management of Agriculture and Forestry; 1004 Public Health and Preventive Medicine,Article,116,n/a,n/a,2023,119,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000959476600001,9.382609,2.5271389484405518,2.8539822,12.68,47.0888,41.6961,Domestic - Multiple,99.954,6.8
WOS:000507012000011,10.1111/1467-8489.12353,n/a,China's poverty alleviation over the last 40 years: successes and challenges,"Liu, Mingyue; Feng, Xiaolong; Wang, Sangui; Qiu, Huanguang",AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,64,1,209-228,2020,118,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000507012000011,17.319149,7.012092590332031,5.277984,6.81,16.8281,22.357,Domestic - Single,99.5311,2.863
WOS:000670320200003,10.1016/j.foodpol.2021.102099,MEDLINE:36570064,COVID-19 and food security: Panel data evidence from Nigeria,"Amare, Mulubrhan; Abay, Kibrom A.; Tiberti, Luca; Chamberlin, Jordan",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 1004 Public Health and Preventive Medicine; 0832 Food Science and Engineering,Article,101,n/a,n/a,2021,118,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000670320200003,31.024242,5.805348873138428,13.4,3.8,20.3261,8.806,International - Quadrilateral +,99.7519,6.08
WOS:000623842300001,10.1002/aepp.13100,n/a,Food Insecurity during COVID-19JEL codes,"Gundersen, Craig; Hake, Monica; Dewey, Adam; Engelhard, Emily",APPLIED ECONOMIC PERSPECTIVES AND POLICY,1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0202 Applied Economics,Article,43,1,153-161,2020,115,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000623842300001,30.558559,7.012092590332031,8.053149,3.76,16.4002,14.2801,Domestic - Multiple,99.5064,4.083
WOS:000633368500008,10.1016/j.foodpol.2020.101963,MEDLINE:33071436,Viewpoint: The future of work in agri-food,"Christiaensen, Luc; Rutledge, Zachariah; Taylor, J. Edward",FOOD POLICY,1203 Economics and Management of Agriculture and Forestry; 1004 Public Health and Preventive Medicine; 0832 Food Science and Engineering,Article,99,n/a,n/a,2021,114,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000633368500008,31.024242,5.805348873138428,9.17314,3.67,19.6371,12.4276,International - Bilateral,99.7243,6.08
WOS:000590408400015,10.1146/annurev-resource-110519-040938,n/a,Stranded Assets in the Transition to a Carbon-Free Economy,"Van Der Ploeg, Frederick; Rezai, Armon","ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 12",0303 Sociology; 1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0830 Environmental Science and Engineering,Article,12,n/a,281-298,2020,114,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000590408400015,44.043478,7.012092590332031,9.369318,2.59,16.2576,12.1674,International - Trilateral,99.4817,n/a
WOS:000590408400004,10.1146/annurev-resource-110119-025703,n/a,The Effectiveness of Forest Conservation Policies and Programs,"Boerner, Jan; Schulz, Dario; Wunder, Sven; Pfaff, Alexander","ANNUAL REVIEW OF RESOURCE ECONOMICS, VOL 12",0303 Sociology; 1203 Economics and Management of Agriculture and Forestry; 0201 Theoretical Economics; 0830 Environmental Science and Engineering,Article,12,n/a,45-64,2020,113,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000590408400004,44.043478,7.012092590332031,14.4,2.57,16.115,7.8472,International - Quadrilateral +,99.4324,n/a
