DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.3989/aearte.2020.23,ARCHIVO ESPANOL DE ARTE,1304 Fine Art; 1301 Art Theory; 1305 Design,COURTLY ARTISTS IN THE CONCEPTION OF THE NEW THRONE OF THE VIRGEN DEL SAGRARIO DE TOLEDO: REVIEWING TOPICS,"El trono de la Virgen del Sagrario se alza como un testimonio único de la platería barroca en nuestra geografía. Por decisión del prelado, Baltasar de Moscoso y Sandoval, en su concepción y posterior hechura participaron artistas del prestigio de Alonso Cano, Pedro de la Torre, Francisco Bautista, Sebastián de Herrera Barnuevo y Virgilio Fanelli, habiendo sido objeto de estudio en numerosas publicaciones. No obstante, el hallazgo de documentación inédita en el Archivo Capitular de Toledo nos ha brindado la oportunidad de subsanar ciertos errores que se cernían sobre la secuencia de hechos acaecidos, así como de matizar con mayor rigor en qué consistió la intervención de cada uno de los citados maestros y la fase en que esta se produjo.","[{""name"": ""Laura Illescas Díaz"", ""affiliation"": []}]","[""10.5209/rev_ANHA.2011.37471"", ""10.3989/aearte.2001.v74.i296.370""]",['Arts and Humanities'],"['History', 'Conservation']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)]]"
10.1162/leon_a_01772,LEONARDO,1304 Fine Art; 1301 Art Theory,Biofeedback Painting Let the Heart Lead the Brush,"The authors have collaborated on a project visualizing heart rate variability with the assistance of a pen plotter. The authors present artworks produced at the interface between biofeedback techniques and visual art. This biofeedback project created a new process of drawing and painting driven by participants' heart activity, which itself is influenced by their mental, physical and emotional states.","[{""name"": ""Bin Yu"", ""affiliation"": [""Bin Yu (data designer, researcher), Philips Design, Philips, Netherlands, Department of Industrial Design, Eindhoven University of Technology, De Zaale, Eindhoven, Netherlands..""]}, {""name"": ""Rogier Arents"", ""affiliation"": [""Rogier Arents (artist), 1e Pijnackerstraat 38, 3036 GJ Rotterdam, Netherlands..""]}]","[""10.1162/LEON_a_01346""]","['Neuroscience', 'Psychology']","['Social Psychology', 'Cognitive Neuroscience']","[[('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1093/jdh/epz032,JOURNAL OF DESIGN HISTORY,1301 Art Theory,Becoming Chapels and Everyday Congregations: How the Repair and Maintenance of London's Wesleyan Chapels Illustrates Their Communities' Everyday Practices and Experiences (1851-1932),"Abstract This article uses archival references to maintenance and repair to approach nineteenth- and early-twentieth-century Wesleyan chapels and their material contents as ‘becoming’ things. Reflecting on the material changes that made the maintenance or repair of Wesleyan chapels necessary, or occurred because of these processes, it considers what maintenance and repair reveal about everyday practices and experiences within these communities. This article’s approach allows it to draw conclusions about individuals’ personal and mundane engagements with Wesleyanism in London during the nineteenth and early twentieth centuries. As such, it overcomes some of the problems that historians interested in the everyday have traditionally faced as a result of the shortage of surviving personal testimonies about the everyday nature of church attendance during this period. Using Wesleyan chapels from London’s northern suburbs and East End as case studies, this article particularly focuses on the repair and maintenance of organs and chapel interiors. It uses these examples to reflect on the practicalities of everyday life in Wesleyan communities, demonstrating how considering moments of repair and maintenance highlights the (sometimes fraught) interrelationships between the spiritual, social, and practical priorities of Wesleyan communities.","[{""name"": ""Ruth Slatter"", ""affiliation"": [""Department of Geography, Geology and the Environment, University of Hull, Hull, UK""]}]",[],"['Business, Management and Accounting', 'Arts and Humanities', 'Social Sciences']","['Literature and Literary Theory', 'Anthropology', 'Marketing']","[[('1202 工商管理学', 0.7094), ('1201 管理科学与工程', 0.701), ('0714 统计学', 0.6903), ('0202 应用经济学', 0.685), ('0701 数学', 0.6834)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)], [('0503 新闻传播学', 0.7309), ('1202 工商管理学', 0.7243)]]"
10.1093/jaac/kpad002,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Bearing Witness and Creative Activism,"AbstractIn this article, I explore the relationship between witness-bearing arts as a form of creative activism designed to respond to social injustices. In the first section, I present some common features of bearing witness, as conceptualized within media studies and journalism. Then I explain how artworks placed in the streets can bear witness in a similar way. I argue that witness-bearing art transmits knowledge about certain unjust and harmful events, which then places a moral burden or responsibility on the viewer. To defend this view, I offer some examples of activist art that bears witness to certain events. I suggest that witness-bearing art is placed in the streets in order to make certain truths publicly available, by offering evidence of them embedded in the artwork. The final section considers why the bearing witness is especially effective for activist art. Witness-bearing art plays a crucial knowledge-transmitting function, one which enables art to engage in creative activism. I conclude by considering how witness-bearing art offers a powerful and persuasive voice for the oppressed.","[{""name"": ""Sondra Bacharach"", ""affiliation"": [""Department of Philosophy, Victoria University of Wellington , Kelburn, Wellington 6140 , New Zealand""]}]","[""10.1093/aesthj/ayv030"", ""10.1111/jaac.12261"", ""10.4324/9781315146133"", ""10.1007/978-3-319-71422-6"", ""10.1111/jaac.12325"", ""10.1093/jaac/kpac038"", ""10.1080/14742837.2021.1967125"", ""10.1093/jaac/kpac040"", ""10.1057/9781137498694"", ""10.1177/0263276408099017"", ""10.1111/ejop.12573"", ""10.1111/phpr.12701"", ""10.1111/papa.12162"", ""10.1016/j.ccs.2016.06.001"", ""10.5840/tpm20209189"", ""10.1093/aesthj/ayab018"", ""10.1111/1467-9752.12582"", ""10.1177/0163443711422460"", ""10.1177/016344370202400509""]","['Arts and Humanities', 'Social Sciences']","['Philosophy', 'Law']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0301 法学', 0.727), ('1012 法医学', 0.7153)]]"
10.3366/ijhac.2020.0254,INTERNATIONAL JOURNAL OF HUMANITIES AND ARTS COMPUTING-A JOURNAL OF DIGITAL HUMANITIES,1301 Art Theory; 0812 Computer Science and Technology,BEING HUMAN IN AN ALGORITHMICALLY CONTROLLED WORLD,"Most people in developed countries, and many in developing countries, interact with Artificial Intelligence (AI) developed algorithms on an almost daily basis, yet very few are aware of those interactions or of their effect upon people's daily lives. 1 Using machine learning, automated reasoning, and other forms of AI, algorithms deployed in information systems take actions according to criteria set up by software developers to maximize profits regardless of the overall effects on the autonomy or welfare of individuals or on society as a whole. 2 Those criteria almost always involve location-based and place-based data. In this paper, we consider effects of those computational tools on individual choice and autonomy and on societal structure from the humanistic perspectives of philosophy and jurisprudence. Specifically, we: • review contemporaneous literature and quantitative economic evidence on the effects of pervasive tracking and algorithmic controls on individuals and on society in general, • summarize a range of suggested solutions for lessening the adverse effects, and • describe and expand upon selected legal solutions from the literature.","[{""name"": ""Harlan Onsrud"", ""affiliation"": []}, {""name"": ""James Campbell"", ""affiliation"": []}]",[],['Social Sciences'],['Safety Research'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0837 安全科学与工程', 0.7723), ('0839 网络空间安全', 0.7531)]]"
10.1111/cura.12659,CURATOR-THE MUSEUM JOURNAL,1301 Art Theory,Audio description for all? The benefits and concerns of extending access provision to sighted people,"AbstractAudio description (AD) is an established part of museums' access programs for blind and partially blind (BPB) people. This paper explores the merits and caveats regarding “AD for all”, rolling out the provision for sighted people as well. It draws from four separate Access All Senses (AAS) events in three different London museums, each conducted under slightly different conditions. In addition to collecting nearly 100 audience feedback forms, this study has involved museum access staff, audio describers, and BPB art lovers. These events demonstrate that there is a demand among sighted people to include AD in museum tours as “guided looking”. The main concern regards the unintended consequences that could threaten the specific provision that BPB people need. A brief survey at the end offers examples of museum initiatives where AD is being rolled out while protecting these interests.","[{""name"": ""Ellen Adams"", ""affiliation"": [""Department of Classics King's College London  London UK""]}]","[""10.4324/9780429273711-6"", ""10.1086/521128"", ""10.1080/00043249.2017.1418482"", ""10.30861/9781407359656"", ""10.1111/cura.12163"", ""10.1007/978-3-319-55224-8_13"", ""10.1080/10598650.2022.2077067"", ""10.4324/9781315707228"", ""10.2307/750521"", ""10.5040/9781509967216"", ""10.1080/0907676X.2018.1473451"", ""10.1177/0145482X20971958"", ""10.1080/09647775.2023.2188482"", ""10.47476/jat.v3i2.2020.128"", ""10.1075/btl.112"", ""10.1057/978-1-137-56917-2"", ""10.1080/00934690.2021.1985304"", ""10.6035/MonTI.2012.4.12"", ""10.4324/9781315762975"", ""10.1111/j.2151-6952.2002.tb00066.x"", ""10.1037/aca0000049"", ""10.1075/btl.77.18sny"", ""10.1080/02666286.2012.663612"", ""10.1007/978-3-031-26357-6"", ""10.1080/02666286.1999.10443970""]","['Arts and Humanities', 'Health Professions']","['General Health Professions', 'Language and Linguistics']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1004 公共卫生与预防医学', 0.7248), ('1009 特种医学', 0.7169), ('1003 口腔医学', 0.7153), ('1002 临床医学', 0.7145), ('1011 护理学', 0.711)], [('1004 公共卫生与预防医学', 0.7259), ('1002 临床医学', 0.7229)], [('0502 外国语言文学', 0.7459), ('0501 中国语言文学', 0.7421)]]"
10.5209/aris.79000,ARTE INDIVIDUO Y SOCIEDAD,1301 Art Theory,Art/technology relationship as tools to improve the teaching processes of artistic education in Primary Education students in the rural context,"Este artículo presenta los resultados de una intervención pedagógica que involucró la fotografía digital, el videoarte y la realidad aumentada con apoyo de programas como Quiver, Windows Movie Maker, editor de video de Windows 10 y Padlet, para mejorar los procesos de enseñanza de la educación artística en 26 estudiantes de quinto grado, entre los 10 y 11 años, habitantes del municipio de Buenavista en el departamento de Córdoba, Colombia. Basados en un enfoque mixto con corte descriptivo, se aplicaron un pre y un post test tipo Likert, antes y después de la intervención pedagógica, contrastando los resultados con el diario de campo elaborado por las investigadoras. Dentro de los hallazgos relevantes se encuentra que la tecnología aporta a la creatividad en la medida que el estudiante explora nuevas maneras de solucionar y proponer ejercicios que enriquezcan su sensibilidad y pensamiento crítico. Las metodologías que se aborden en relación al arte/tecnología posibilitan espacios de interacción, reflexión y posicionamiento frente a nuevas manifestaciones artísticas. El diario de campo como instrumento sistematizador genera en el docente cuestionamientos que deben ser tenidos en cuenta para mejorar sus metodologías de enseñanza-aprendizaje de la educación artística.","[{""name"": ""Paola Andrea Bacca-Pachón"", ""affiliation"": []}, {""name"": ""Dora E. Sierra-Castro"", ""affiliation"": []}]","[""10.7238/artnodes.v0i29.393017"", ""10.17227/ppo.num25-12292"", ""10.6035/Artseduca.2020.27.2"", ""10.15359/ree.18-3.11"", ""10.35699/1983-3652.2020.25639"", ""10.12795/pixelbit.75070"", ""10.6035/MDU1"", ""10.6035/Artseduca.2021.29.3"", ""10.31381/paideia.v4i5.911"", ""10.12795/pixelbit.88209"", ""10.7238/artnodes.v0i29.392758"", ""10.5209/aris.71381"", ""10.5209/aris.70081"", ""10.5209/aris.71431"", ""10.5209/aris.69197"", ""10.6035/artseduca.5577"", ""10.7203/eari.11.16209"", ""10.14483/udistrital.jour.c14.2013.1.a09"", ""10.3916/C69-2021-09"", ""10.1177/1745499918768111"", ""10.5209/aris.73851"", ""10.7238/a.v0i27.374374""]","['Computer Science', 'Social Sciences']","['Information Systems', 'Education']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0839 网络空间安全', 0.7454), ('0812 计算机科学与技术', 0.7417)], [('0401 教育学', 0.765), ('0705 地理学', 0.7447)]]"
10.1162/leon_a_01785,LEONARDO,1304 Fine Art; 1301 Art Theory,Art-Science Collaborations Why Do They Matter to Medicine?,"Abstract Art-science collaborations between medical researchers and artists provide insight into their practical relevance. It is critical to recognize that while artists can communicate aspects of medical research to the public, art also opens up new avenues for representing relationships and may therefore jump-start creative ideas for new insights, technologies and collaborations. These in turn may improve teamwork, raise social or historical contextual awareness, or inspire product development.","[{""name"": ""Caroline Wellbery"", ""affiliation"": [""Department of Family Medicine, Georgetown University Medical Center, 3900 Reservoir Road, NW Preclinical Science, Room GB-01B, Washington, DC 20007, U.S.A. Email: wellberc@georgetown.edu.""]}]","[""10.1056/NEJMp1509788""]","['Engineering', 'Medicine']","['Psychiatry and Mental health', 'Biomedical Engineering', 'Public Health, Environmental and Occupational Health']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('1002 临床医学', 0.7333), ('1007 药学', 0.7307), ('1001 基础医学', 0.7301), ('1008 中药学', 0.7257), ('1005 中医学', 0.7236)], [('1004 公共卫生与预防医学', 0.7419), ('0402 心理学', 0.7366)], [('0831 生物医学工程', 0.7587), ('0836 生物工程', 0.7385)], [('1004 公共卫生与预防医学', 0.7253), ('1009 特种医学', 0.7027)]]"
10.1215/00666637-9953432,ARCHIVES OF ASIAN ART,1304 Fine Art; 1301 Art Theory; 0303 Sociology,Art-Historical Fiction or Fictional Art History?,"AbstractIn 1634 Zhang Taijie (b. 1588) published a woodblock edition of Baohuilu (A Record of Treasured Paintings), an extensive catalog of a massive painting collection he claimed to have built. This work would seem to be a useful resource for historians of Chinese art since it provides accounts of paintings by artists whose works are no longer extant. But there is one major problem: the book is a forgery. What is more, Zhang also forged paintings to match the documentation he created, so he could also profit from trading in them. Interestingly, the book also echoes unfounded claims registered in art-historical writings of the time, wherein leading critics and connoisseurs, including Dong Qichang (1555–1636), propounded completely contrived arguments by which they tried to establish legitimate lineages in Chinese art. Such propositions represent, borrowing from Eric Hobsbawm's insight, a kind of “invented tradition,” a fictional history of practice and artifact that runs as some thought it ought to have, rather than as it did. By looking into all the three major components of forgeries in early modern China that are referenced throughout Zhang Taijie's catalog—(1) fabricated texts, (2) forged paintings, and (3) fake histories/theories—this paper aims to explain how Baohuilu facilitated Zhang's candid desire for fame and profit in the booming art market of the time, while unveiling certain cultural, social, and genealogical anxieties and tensions negotiated in the form of art-historical theories.","[{""name"": ""J. P. Park"", ""affiliation"": []}]","[""10.2307/3249881"", ""10.61342/JLJM5413"", ""10.2307/3046160"", ""10.2307/3249597"", ""10.1111/1467-9655.12033"", ""10.1080/02549948.1993.11731240""]",['Social Sciences'],"['Sociology and Political Science', 'Cultural Studies']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)]]"
10.1093/aesthj/ayad045,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,"Art, ethics, and the relativism of distance","Abstract To what extent, and on what grounds, can we ethically evaluate art from a generative context that is at some significant distance from our present reception context—at enough distance, at least, so that the two contexts differ, in important ways, in aspects of their moral outlooks? This paper has four aims. The modest task of the paper is to show that this question is much more difficult than has been recognised. The somewhat more ambitious goal is a methodological intervention: it is to highlight the need for interdisciplinary research that illuminates the socio-historical specificities of remote generative contexts in a way that allows us to see the relevant ways in which the moral outlooks overlap with ours (or do not). In relation, the third aim of the paper is to argue, with reference to Bernard Williams’s ‘relativism of distance’, that there are some cases in which the moral outlooks of a work’s generative and reception contexts differ so significantly that the warrant for our moral judgments of remote artworks is attenuated—if it exists at all. Finally, we try to demonstrate how the sort of interdisciplinary collaboration we’re advocating might inform our moral judgments of art—more specifically, in a way that invites a degree of quietude or uncertainty about remote artworks that are deeply morally troubling in our present reception context. We do this with reference to the paintings of Titian.","[{""name"": ""Ted Nannicelli"", ""affiliation"": [""School of Communication and Arts, The University of Queensland , Australia""]}, {""name"": ""Andrea Bubenik"", ""affiliation"": [""School of Communication and Arts, The University of Queensland , Australia""]}]","[""10.1111/nous.12151"", ""10.1093/oso/9780197507247.001.0001"", ""10.2307/468547"", ""10.1111/j.1468-0017.2011.01428.x"", ""10.1093/aristotelian/75.1.215"", ""10.1515/9781400826735.62""]","['Arts and Humanities', 'Neuroscience']","['Philosophy', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1162/leon_a_02060,LEONARDO,1304 Fine Art; 1301 Art Theory,"Art, Science and Anthropology: Co-Creating Knowledge and Building Peace in Colombia","Abstract Following a peace agreement with guerrillas in November 2016, Colombia has been transitioning from almost six decades of violence to a post-conflict period. In such a process, members of society must reestablish dialogue and learn to coexist. Based on a participatory art approach used during a science project that involved ex-combatants, community leaders and biology researchers, this paper presents research methods that combine art and design exercises to advance scientific knowledge. Participants contributed to and developed new ways of understanding biological knowledge. Their collaboration also forged mutual trust and progress toward peace in the region.","[{""name"": ""Alejandro Valencia-Tobon"", ""affiliation"": [""Alejandro Valencia-Tobon, Universidad EAFIT, Department of Biological Sciences, Carrera 49 7 Sur-50, Medellín, Colombia. Email: avalenciat@eafit.edu.co.""]}]","[""10.1038/d41586-018-04976-7"", ""10.1038/s41559-017-0102"", ""10.1007/s10021-013-9667-y"", ""10.1126/science.aaj1459"", ""10.1515/mammalia-2014-0018"", ""10.1111/j.1548-1360.2010.01069.x"", ""10.1080/24694452.2019.1613954"", ""10.5040/9780755619900.ch-009"", ""10.4324/9780203584279-7"", ""10.12987/yale/9780300175318.001.0001"", ""10.1057/9780230277090_3"", ""10.2307/j.ctt21pxmtg.16"", ""10.4324/9780203309001"", ""10.1080/13604813.2016.1193998"", ""10.1145/3385010.3385016"", ""10.1126/science.aap8826""]",['Social Sciences'],['Sociology and Political Science'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1162/artm_r_00258,ARTMARGINS,1301 Art Theory,Art and Our Surrounds: Emergent and Residual Languages,"This essay undertakes a review of recent books by T.J. Demos ( Decolonizing Nature: Contemporary Art and the Politics of Ecology (2016) and Against the Anthropocene: Visual Culture and Environment Today (2017)) and Jens Andermann ( Tierras en trance: Arte y naturaleza después del paisaje (Lands Entranced: Art and Nature after Landscape, 2018)). Demos and Andermann participate in the paradigm shift taking place under the name of eco-criticism, forging connections between the debates around environmental crisis and the fields in which they have written and published previously - art criticism and visual culture and Latin American literary and cultural studies, respectively. Both authors take on the challenge of thinking through the perceptual and conceptual habits that have dominated a relationship to our environment under capitalist modernity (such as the concept of landscape) and how artistic practices might be said to rework those habits. While Demos maps recent efforts to engage ecological concerns and “decolonize nature” across the globe, Andermann looks back to the twentieth century Latin American archive, constructing a local genealogy that harbors an ecological and political thinking that anticipates what is now lived as global crisis; their projects intersect in contemporary Latin American activist art that has gained enough attention to figure as part of a global circuit. The review considers the overlapping points as well as the striking disjuncture in both projects in relation to the different knowledge formations, archives and languages from which each author speaks.","[{""name"": ""Adriana Michéle Campos Johnson"", ""affiliation"": []}]",[],"['Environmental Science', 'Arts and Humanities']","['Management, Monitoring, Policy and Law', 'Literature and Literary Theory', 'Ecology']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1201 管理科学与工程', 0.7574), ('1202 工商管理学', 0.7573)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0713 生态学', 0.7889), ('0907 林学', 0.7722)]]"
10.1162/LEON_a_01929,LEONARDO,1304 Fine Art; 1301 Art Theory,Animated Robotic Sculptures: Using SMA Motion Display to Create Lifelike Movements,"This paper describes four animated robotic sculptures that are characterized by their use of shape-memory alloy motion display technologies to express lifelike movements, such as rustling leaves or squirming tentacles. These works of art combine plant and animal motifs with robotics to give their audience a sense of the objects being alive through their lifelike movements. These projects attempt to explore what it means to feel alive. They express the grotesqueness and scariness as well as the beauty of the mystery of life and living things.","[{""name"": ""Akira Nakayasu"", ""affiliation"": [""Graduate School of Arts and Design Kobe Design University 8-1-1 Gakuen-nishi Nishi-ku, Kobe 651-2196 Japan""]}]",[],"['Arts and Humanities', 'Computer Science']","['Visual Arts and Performing Arts', 'Computer Vision and Pattern Recognition', 'Museology']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)]]"
10.5209/aris.71431,ARTE INDIVIDUO Y SOCIEDAD,1301 Art Theory,Aesthetic education/artistic education. Overlapping curricular perspectives of the teaching of art in elementary school in the province of Buenos Aires (1984-1999),"Singularizando el lugar del arte en el contexto escolar argentino, particularmente en la provincia de Buenos Aires, nos proponemos indagar perspectivas curriculares de finales del siglo XX. Específicamente nos interesa identificar y analizar las consideraciones de su enseñanza en los documentos producidos entre 1984 y 1999. Interpelar la consideración de Educación Estética que proponen los documentos del período 1984-1987, y las fundamentaciones de Educación Artística que presentan las publicaciones producidas entre 1995-1999. Partimos de la hipótesis de que entre una y otra denominación encontramos superposiciones de sentidos en los discursos pedagógicos sobre la presencia y las funciones del arte en la escolaridad bonaerense. A la luz de nuestro objetivo principal, elaboramos un mapeo de los diferentes lineamientos oficiales, esto es presentación, descripción y ordenamiento de los mismos, desde una mirada etnográfica sobre los documentos, que implica reconocer aquello que se produce en el campo de lo estatal como un campo de investigación en sí (Muzzopapa E., Villalta C., 2011).","[{""name"": ""Lucía Merlos"", ""affiliation"": []}]","[""10.22380/2539472X.897"", ""10.19053/01227238.5546"", ""10.5433/1984-3356.2009v2n3p227""]","['Arts and Humanities', 'Social Sciences']","['Visual Arts and Performing Arts', 'Education', 'Museology']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0401 教育学', 0.765), ('0705 地理学', 0.7447)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)]]"
10.1093/aesthj/ayab019,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Aesthetic Self-Forgetfulness,"Abstract Intense aesthetic experiences are often described in terms of self-forgetfulness, where the perceiver becomes immersed in the aesthetic phenomenon to the extent of losing consciousness of being the subject of the experience. Although such experiences have been described from the early eighteenth century onwards, there is still a surprising lack of detailed investigation on the precise nature of aesthetic self-forgetfulness. What happens in this experience, and precisely what is the ‘self’ that is forgotten? Building on phenomenological theories of self-consciousness, I argue that aesthetic self-forgetfulness cannot be understood as an absolute eradication of the self, as a pre-reflective self-consciousness stays intact even in deeply immersive aesthetic experiences. Thus, I argue that talk of self-forgetfulness is to some extent misleading, and the changes in the subject’s self-relation during aesthetic experience is better understood in terms of an altered sense of agency.","[{""name"": ""Harri Mäcklin"", ""affiliation"": [""University of Helsinki, Finland""]}]","[""10.1016/j.compind.2009.12.005"", ""10.1057/978-1-137-51299-4_6"", ""10.1007/s13164-014-0222-3"", ""10.1111/j.1540-594X.2006.00211.x"", ""10.1007/978-3-030-00659-4"", ""10.1080/20539320.2019.1589042"", ""10.1007/978-94-010-0846-4"", ""10.1007/978-94-024-1597-1"", ""10.1017/CBO9780511804656"", ""10.1515/9783110933727"", ""10.4324/9780203694367"", ""10.1515/9783110884937.105"", ""10.7551/mitpress/6541.001.0001""]","['Arts and Humanities', 'Neuroscience']","['Philosophy', 'Visual Arts and Performing Arts', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
