DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.12745/et.23.2.4385,EARLY THEATRE,1303 Drama Film and Television,Performing Early Modern Libel: Expanding the Boundaries of Performance,"This essay focuses on provincial libel cases between private individuals tried at the court of Star Chamber during the early seventeenth century. Libelling saw personal scandals creatively couched in verses, visual symbols, or mock-ceremonies, and read, sung, and posted in early modern communities. This essay identifies a range of ‘manners’ of libel, and compares a libellous ‘Stage plaie’ to a set of libellous mock-proclamations and a ‘book’ of playing card knaves. The essay argues that libels should be understood as functioning on a spectrum of performance. They should therefore prompt an expansion of the boundaries of early performance.","[{""name"": ""Clare Egan"", ""affiliation"": []}]",[],['Social Sciences'],['Political Science and International Relations'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)]]"
10.3138/ctr.189.013,CANADIAN THEATRE REVIEW,1303 Drama Film and Television,"PXR2020: Re-Seeing the Possibilities of Theatre in Virtual, Augmented, and Mixed Reality","What new insights and opportunities does virtual reality (VR) offer to theatre and performance? In turn, what potential might theatre offer to VR creators? This potentially fruitful cross-pollination was precisely what prompted host organizations Single Thread Theatre Company and Electric Company Theatre to program the inaugural Performance and XR Symposium in October 2020, a conference designed to foster and explore the relationship between theatre and XR (a catch-all term for media created with virtual, augmented, and mixed reality). The experience of the conference was one of re-seeing the possibilities of performance in a new media form: discussions around access, spectatorship, and ethics—topics familiar to and well trodden by theatre artists and scholars—were reinvigorated in the context of virtual reality.","[{""name"": ""Stephanie Fung"", ""affiliation"": []}, {""name"": ""Kelsey Jacobson"", ""affiliation"": []}, {""name"": ""Jordan Pike"", ""affiliation"": []}]",[],['Computer Science'],['Human-Computer Interaction'],"[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)]]"
10.1017/S1054204322000958,TDR-THE DRAMA REVIEW-THE JOURNAL OF PERFORMANCE STUDIES,1303 Drama Film and Television,On Quitting Dave Chappelle's The Closer and Hannah Gadsby's Nanette,"Like Hannah Gadsby, Dave Chappelle understands the art of quitting. At the end of his 2021 Netflix special The Closer, a show full of jokes about LGBTQ people, Chappelle announces that he is “done” making such jokes “until we are both sure that we are laughing together.” Chappelle’s performance of quitting inverts the politics and structure of Gadsby’s Nanette (2017), in which she infamously quit comedy because it reinforced her marginalization as a gender-nonconforming lesbian.","[{""name"": ""Sarah Balkin"", ""affiliation"": []}]",[],"['Economics, Econometrics and Finance']",['Finance'],"[[('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('0202 应用经济学', 0.7025), ('0714 统计学', 0.696)]]"
10.3366/film.2020.0147,FILM-PHILOSOPHY,1303 Drama Film and Television; 0101 Philosophy,On Pros and Cons and Bills and Gates: The Heist Film as Pleasure,"This article tries to shed light on the multiple, but underrated pleasures of the heist film – a genre that has attracted numerous major directors from Jean-Pierre Melville and Stanley Kubrick to Michael Mann and Steven Soderbergh, but has received limited scholarly attention. I approach the genre from a, broadly, philosophical perspective and draw on thinkers such as Peter Sloterdijk, Georg Simmel, Paul Souriau and Bruno Latour to argue that their emphasis on (1) skillful action and kinaesthetic empathy, (2) smooth transgression of boundaries and (3) well-functioning social collaboration and we-connection, the genre's best exemplars satisfy, in fictional and quasi-utopian form, a number of real-life desires.","[{""name"": ""Julian Hanich"", ""affiliation"": [""University of Groningen""]}]","[""10.1515/9783110303452"", ""10.7312/chio17498"", ""10.1093/acprof:oso/9780199654703.001.0001"", ""10.1017/S0021875811000983"", ""10.4324/9780203466025"", ""10.5040/9781838712877"", ""10.7312/lee-16969"", ""10.5771/9783465138808"", ""10.1145/358916.361990"", ""10.1177/026327694011001002"", ""10.1515/9780691213279"", ""10.5040/9781838710156""]","['Economics, Econometrics and Finance', 'Arts and Humanities', 'Social Sciences']","['Economics and Econometrics', 'Literature and Literary Theory', 'Cultural Studies']","[[('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)]]"
10.1162/dram_a_00969,TDR-THE DRAMA REVIEW-THE JOURNAL OF PERFORMANCE STUDIES,1303 Drama Film and Television,Nonmaterial Performance,"Code performs. Nonmaterial Performance (NMP), a framework using performance studies, actor-network theory, and vibrant matter, exposes how codes act in our world. Instead of focusing on the material residue of computation, NMP examines the unseen and imagined performances of code itself.","[{""name"": ""William Condee"", ""affiliation"": []}, {""name"": ""Barry Rountree"", ""affiliation"": []}]","[""10.1215/9780822391623"", ""10.1007/s11023-007-9061-7"", ""10.1002/9781444304992.ch7"", ""10.7551/mitpress/12122.001.0001"", ""10.1162/dram_a_00875"", ""10.1162/DRAM_a_00494"", ""10.1162/dram_a_00879"", ""10.1162/dram_a_00872"", ""10.1162/dram_a_00876"", ""10.1162/dram.2007.51.4.68""]","['Computer Science', 'Neuroscience', 'Social Sciences']","['Human-Computer Interaction', 'Sociology and Political Science', 'Cognitive Neuroscience']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1017/S0040557420000484,THEATRE SURVEY,1303 Drama Film and Television,"Nineteenth- and Early Twentieth-Century Representations of the Oberammergau Passion Play: Heredity, Eugenic Theatre, and ""Epic Selection""","The Oberammergau Passion Play became internationally famous in the latter half of the nineteenth century. Beginning in the 1840s and 1850s and through the early twentieth century, English-speaking foreign tourists from Ireland and the United Kingdom, the United States, Canada, and even Australia published a surprising number and variety of accounts of travel to the village and attendance at the Passion Play. Professional and amateur historians described the production as an evolutionary throwback or curious hybrid of ancient Greek and medieval theatre, regarding it as an object and event of antiquarian interest. Foreign female travelers attended the play in impressive numbers, and their accounts provide insight into contemporary women's readings of theatre, travel, spirituality, gender inequality, gendered spaces, and cultural difference. Protestant writers reflected uneasily on the play's communication of spiritual truth by means of images. And all of these accounts, whether published in the popular periodical press or as monographs, in turn encouraged increasing numbers of travelers to make the same journey—represented sometimes as a religious and sometimes as an artistic pilgrimage—to the isolated Bavarian village.","[{""name"": ""Leanne Groeneveld"", ""affiliation"": []}]","[""10.1017/S0009640711001235"", ""10.7591/9781501729928"", ""10.1057/9780230621275"", ""10.7551/mitpress/9780262015141.001.0001"", ""10.1515/9780691188232"", ""10.1037/14178-000"", ""10.1093/acprof:oso/9780195371277.001.0001"", ""10.1007/s10739-014-9377-0"", ""10.1093/0195174089.001.0001"", ""10.1037/13474-000"", ""10.4324/9780203471494""]","['Arts and Humanities', 'Social Sciences']","['Political Science and International Relations', 'History']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)]]"
10.1386/jams_00078_1,JOURNAL OF AFRICAN MEDIA STUDIES,1303 Drama Film and Television; 0503 Journalism and Communication; 0303 Sociology,Nigerians and COVID-19 humour: Discursivity and public engagement through pandemic internet memes,"From the outbreak of coronavirus to the institution of lockdown, and other regulatory measures, digital media platforms have been agog with memes associated with COVID-19 and pandemic-induced policies. Hence, there is a need to understand how the digital community discusses the pandemic through internet memes. There is a dearth of scholarship focusing on the utilization of memes for public engagement during public health crises. This study adds to the understanding of the discursive functions of memes by exploring emergent themes in coronavirus-related memes and investigating the discursive strategies applied by Nigerians to portray the pandemic. A qualitative analysis of 170 purposively selected COVID-19-related memes revealed the prevalence of six overarching themes. It was observed that meme creators employed a combination of humour, non-humour and sarcasm in driving awareness about the pandemic and highlighting existing but less-discussed sociopolitical and socio-economic issues exacerbated by the recent health crisis. The findings identified the utilization of memes to create awareness, highlight the negative impact of COVID-19 regulations on the lives of the average Nigerians and critique government’s handling of the pandemic.","[{""name"": ""Bimbo Lolade Fafowora"", ""affiliation"": [""ISNI: 000000012214904X Stellenbosch University""]}, {""name"": ""Mistura Adebusola Salaudeen"", ""affiliation"": [""ISNI: 0000000417645980 Hong Kong Baptist University""]}]","[""10.1191/1478088706qp063oa"", ""10.17645/mac.v8i2.2852"", ""10.1080/17439760.2011.577087"", ""10.1016/j.pragma.2016.05.010"", ""10.1177/0959353517727560"", ""10.1177/1461444814568784"", ""10.1016/j.chb.2013.04.016"", ""10.1177/1090198119866886"", ""10.1037/a0019627"", ""10.1111/j.1542-734X.2005.00155.x"", ""10.2105/AJPH.2015.302669"", ""10.1177/0163443716646174"", ""10.1111/j.1365-2648.2007.04548.x"", ""10.1111/j.1468-2885.2000.tb00194.x"", ""10.1080/10410236.2014.1000479"", ""10.17645/mac.v8i2.3352"", ""10.1002/9781118766804.wbiect026"", ""10.1177/1464700115604136"", ""10.1111/jcc4.12013"", ""10.1080/10810730590915092"", ""10.1386/jams_00078_1""]","['Social Sciences', 'Psychology']","['Social Psychology', 'Experimental and Cognitive Psychology', 'Gender Studies']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)], [('0821 纺织科学与工程', 0.7467), ('0502 外国语言文学', 0.741)]]"
10.1386/dtr_00091_1,DRAMA THERAPY REVIEW,1303 Drama Film and Television,"Narradrama, intersectionality and devised therapeutic theatre in the prison communication studies classroom","This article presents examples of incorporating drama therapy techniques and critical narrative theories in a curriculum for a communication studies classroom at a men’s prison. It focuses on Narradrama and intersectionality, aiming to illustrate the benefits this approach offers by (1) raising awareness of intersectionality by using critical narrative theory-based interventions for guiding participants in expanding their identity and (2) using the principles of the nine steps of Narradrama in devised performances that support restorying student self-narratives.","[{""name"": ""Kamran Afary"", ""affiliation"": [""0000000108062909California State University, Los Angeles""]}, {""name"": ""Elizabeth Malone Alteet"", ""affiliation"": [""Drama Therapy Institute of Los Angeles""]}]","[""10.1111/j.1476-8070.2004.00395.x"", ""10.1525/irqr.2017.10.1.44"", ""10.1016/j.aip.2013.05.007"", ""10.1080/13607863.2016.1199012"", ""10.1016/j.aip.2021.101766"", ""10.1386/dtr_00060_1"", ""10.1016/j.aip.2017.12.003"", ""10.1080/15401383.2014.935546"", ""10.1016/j.aip.2013.05.001"", ""10.1386/dtr.2.2.195_1"", ""10.1080/14780887.2018.1442692"", ""10.1386/dtr_00091_1""]","['Arts and Humanities', 'Psychology']","['Clinical Psychology', 'Social Psychology', 'Conservation']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0402 心理学', 0.7628), ('1011 护理学', 0.7409)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)]]"
10.12745/et.23.2.3987,EARLY THEATRE,1303 Drama Film and Television,"Music, Community, and Middleton's Anti-Masque in The Witch","This essay argues that the music in Middleton’s The Witch (c.1616), largely dismissed as unsophisticated spectacle by critics, is one of the play’s most innovative features. The witches’ songs implicitly critique the patriarchal order that has led to the dysfunctional intrigues of the courtly world from which they are excluded and offer the audience an alternative centred on a joyful, supportive community of women. To do this, Middleton’s play subverts the musical dynamics of Ben Jonson’s Masque of Queens (1609), deconstructing conventional associations between music and social harmony, and inviting the audience to explore alternative social formations.&#x0D; &#x0D;","[{""name"": ""Andrew Loeb"", ""affiliation"": []}]",[],['Arts and Humanities'],['Literature and Literary Theory'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)]]"
10.1093/adaptation/apz027,ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES,1303 Drama Film and Television,Miss Havisham's Rage: Imagining the 'Angry Woman' in Adaptations of Dickens' Famous Character,"Abstract Miss Havisham is a spectral spinster figure that haunts the western imagination, an emblem of an ostensibly ‘unjustified’ and ‘unjustifiable’ female rage, a repository for masculine fears and fantasies about women, age, sexuality, and power. This article examines the shifting visions of Miss Havisham as an object of horror in film, fashion, kitsch, on the internet, and, more recently, as a revisionary figure of female resistance in Tony Jordan’s television series, Dickensian. In so doing, it maps the tensions that exist between conventional representations of Miss Havisham that envisage her as an irrational, embittered, and narcissistic old woman and those that construct her as a representation of justified female rage against the intersecting forces of patriarchy, capitalism, and ‘toxic masculinity’.","[{""name"": ""Camilla Nelson"", ""affiliation"": [""University of Notre Dame Australia""]}]","[""10.4324/9780203824979"", ""10.1057/9780230281691"", ""10.3917/etan.651.0030"", ""10.5040/9781408167656"", ""10.1007/978-3-319-64559-9"", ""10.1080/13555502.2016.1170427""]",['Arts and Humanities'],['Literature and Literary Theory'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)]]"
10.1386/jicms_00126_1,JOURNAL OF ITALIAN CINEMA AND MEDIA STUDIES,1303 Drama Film and Television,"Militancy, feminism and cinema: The case of Grupo Feminista Miercoles","This article contextualizes and characterizes the Venezuelan feminist film collective Grupo Feminista Miércoles. Founded by Venezuelan Josefina Acevedo and Italians Franca Donda and Ambretta Marrosu, among others, Grupo Feminista Miércoles (1979–88) produced the documentary Yo, tú, Ismaelina (‘I, you, Ismaelina’) () and the videos Argelia Laya, por ejemplo (‘Argelia Laya, for example’) (), Eumelia Hernández, calle arriba, calle abajo (‘Eumelia Hernández, up and down the street’) () and Una del montón (‘One of the bunch’) (), and participated in several activities organized by the Venezuelan women’s movement. On the one hand, this article pays attention to both the cinematic and political contexts that allowed the emergence of this collective, with a focus on the influence that Italian cinematic and feminist ideas had in these contexts. On the other hand, it also provides formal analysis of the collective’s filmography and explores how feminist ideas and praxis are deployed in its films. The overall aim of this article is to restore the contributions of Grupo Feminista Miércoles to both Latin American political cinema and transnational feminist cinema.","[{""name"": ""Lorena Cervera Ferrer"", ""affiliation"": [""ISNI: 0000000121901201 University College London""]}]","[""10.1093/screen/35.2.171"", ""10.1080/10509207809391421"", ""10.1177/089124390004003006"", ""10.35699/2317-2096..23945"", ""10.1111/j.1467-7660.1992.tb00462.x"", ""10.1386/jicms_00126_1""]","['Arts and Humanities', 'Social Sciences']","['Gender Studies', 'Philosophy']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0821 纺织科学与工程', 0.7467), ('0502 外国语言文学', 0.741)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
10.1386/slac_00020_1,STUDIES IN SPANISH & LATIN AMERICAN CINEMAS,1303 Drama Film and Television,Mexicans in Nicaragua: Revolution and propaganda in Sandinista documentaries of the University Center for Cinematographic Studies (CUEC-UNAM),"Film production played a decisive role in the Nicaraguan Revolution. During the preparation of the 1979 Ofensiva Final (Final Offensive), the Sandinistas clearly understood the need to produce audio-visual documents that would serve as testimony and political propaganda of this historic moment. To do so, they sought the support of internationalist filmmakers among whom a group of Mexicans were most prominent. This article focuses on materials on the Sandinista Revolution preserved at the film archive of the University Center for Cinematographic Studies (CUEC) of the National Autonomous University of Mexico (UNAM). It analyses them in relation to the role of left-wing film internationalism in political documentary in Latin America and builds an ‘other’ history of a Mexican film institution that in the 1970s was uniquely politicized as a result of the 1968 Mexican student movement and, later, the influence of Latin American exiles. As a particular case study, this article rescues one of the key figures of Mexican internationalism during the Sandinista Revolution, Adrián Carrasco Zanini Molina, and the role of Mexican filmmakers in the creation of institutions dedicated to film production in Nicaragua such as the Nicaraguan Film Institute (INCINE).","[{""name"": ""Ana Daniela Nahmad Rodríguez"", ""affiliation"": [""ISNI: 0000000121590001 Universidad Nacional Autónoma de México (UNAM)""]}, {""name"": ""Ana M. López"", ""affiliation"": [""ISNI: 0000000122178588 Tulane University""]}]","[""10.1386/slac_00020_1""]","['Arts and Humanities', 'Computer Science']","['Computer Networks and Communications', 'Visual Arts and Performing Arts', 'History']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0812 计算机科学与技术', 0.7362), ('0839 网络空间安全', 0.7268)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)]]"
10.1386/slac_00063_1,STUDIES IN SPANISH & LATIN AMERICAN CINEMAS,1303 Drama Film and Television,Mexican cinema as petrocinema,"What if thinking about Mexican cinema in concert with the environment had implications beyond representation? This article brings ecocritical methodologies into conversation with industry studies to propose that reading Mexican cinema in tandem with energy has sweeping repercussions for the study of Mexican cinema. It highlights several potential avenues of inquiry that consider Mexican cinema as petrocinema. These include the film industry’s funding, infrastructure, material footprint and inextricability from the ideology of energy surplus as the driver of modernity. This capacious approach to energy and environment as an ontological question and not just a question of cinematic representation argues that cultural production should be historicized within the infrastructure of fossil-fuelled capitalist modernity.","[{""name"": ""Carolyn Fornoff"", ""affiliation"": [""ISNI: 0000000419369991 University of Illinois""]}]","[""10.1038/s41558-018-0222-x"", ""10.1086/596640"", ""10.1016/j.erss.2014.03.005"", ""10.2307/jj.18253572.5"", ""10.1108/IJESM-07-2018-0016"", ""10.1016/j.proeng.2014.10.484"", ""10.1080/17449855.2017.1337672"", ""10.1386/slac_00063_1""]","['Environmental Science', 'Arts and Humanities', 'Social Sciences']","['Global and Planetary Change', 'Literature and Literary Theory', 'Sociology and Political Science']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0705 地理学', 0.7381), ('0706 大气科学', 0.7347)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1017/S0307883320000267,THEATRE RESEARCH INTERNATIONAL,1303 Drama Film and Television,Mei Lanfang and Stanislavsky: The (De)construction of an Intercultural Myth on the International Stage,"Mei Lanfang's contact with Stanislavsky during his 1935 tour in the Soviet Union and the latter's often-cited ‘appraisal’ of the acting of traditional Chinese theatre have exerted a profound and lasting influence on the Chinese understanding and evaluation of the art of their traditional theatre. Through extensive research into the related archival material, as well as contemporary records, this article investigates the historical facts and circumstances that underlie this historic intercultural moment on the twentieth-century international stage. It unweaves the historical construction of this remarkable intercultural phenomenon and exposes its political and ideological underpinnings as well as its theatrical and artistic placements and displacements. It underscores the necessity of deconstructing the creation of such an intercultural myth for today's historical understanding of the art of traditional Chinese theatre and, by implication, in a larger context, of the global making of twentieth-century intercultural theatre.","[{""name"": ""MIN TIAN"", ""affiliation"": []}]","[""10.1017/S0307883307002817"", ""10.1057/9781137010438_5"", ""10.2307/1124399""]","['Arts and Humanities', 'Social Sciences']","['Visual Arts and Performing Arts', 'Sociology and Political Science', 'Cultural Studies']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)]]"
10.3138/ctr.181.006,CANADIAN THEATRE REVIEW,1303 Drama Film and Television,Loopings of Love and Rage: Sitting in the Trouble,"In a historical moment of ecological grief and generative possibility, we need to find resources to witness others and ourselves and to develop relational ways to stay in the trouble. This article examines particular troubles and opportunities—#MeToo, settler-indigenous relations, the violent judgements of social media, and particular classroom experiences—and asks how settler Canadians might re-learn our own traditions and uncover ways to live what Tim Lilburn calls being “undivided from one’s earth.” Julie Salverson uses herself as an example and looks at her Christian and Quaker activist roots and discusses her experiences as a teacher and writer making public claims in messy, contested situations. In the face of spiritual hunger, guilt, and confusion, what will it take to cultivate mutual respect and embrace the loopings of love and rage?","[{""name"": ""Julie Salverson"", ""affiliation"": []}, {""name"": ""Bill Penner"", ""affiliation"": []}]","[""10.1515/9781772123609""]",['Social Sciences'],['Education'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0401 教育学', 0.765), ('0705 地理学', 0.7447)]]"
10.1386/jptv_00070_1,JOURNAL OF POPULAR TELEVISION,1303 Drama Film and Television,Looking at men: 1980s middlebrow TV and visual culture,"This article explores middlebrow culture on early 1980s television and the narrative structures and visual politics employed. The focus lies on Remington Steele (1983–87) and Magnum, P.I. (1980–88) as two middlebrow TV series that emphasize the male lead and link in with shifts in the visual culture of the era. Both series function within frameworks of middlebrow TV and visually focus on their male heroes’ bodies. The article analyses the term middlebrow in 1980s television and develops this concept more by exploring narrative structure and what Horace Newcomb has termed the ‘cumulative narrative’. The article then moves on to discuss the visual framing of the male lead as directed by an assumed heterosexual female gaze. In the course of this, it examines the parameters of the televisual image and the conditions that frame objectification on television. Due to the focus on a heterosexual female gaze, middlebrow television becomes strongly linked with women’s culture. This allows for conclusions surrounding the construction of the middlebrow, masculinity and early 1980s television culture. Exploring this cultural politics, and thus revealing a cultural hierarchy, is deemed important here, as it allows for an analysis of the role of nostalgia, both in 1980s and more contemporary television cultures going forward.","[{""name"": ""Mareike Jenner"", ""affiliation"": [""ISNI: 0000000122995510 Anglia Ruskin University""]}]","[""10.1093/screen/22.4.32"", ""10.1093/screen/26.2.42"", ""10.1093/screen/16.3.6"", ""10.3366/edinburgh/9781474461986.003.0002"", ""10.1386/jptv_00070_1""]","['Economics, Econometrics and Finance', 'Psychology', 'Social Sciences']","['Economics and Econometrics', 'Social Psychology', 'Gender Studies']","[[('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0821 纺织科学与工程', 0.7467), ('0502 外国语言文学', 0.741)]]"
10.7146/nts.v34i2.141666,NORDIC THEATRE STUDIES,1303 Drama Film and Television,Late Nineteenth-Century Radical Utopias in Theatre Reviews Stagings and Reception of Anne Charlotte Leffler's Sanna kvinnor,"Anne Charlotte Leffler’s Sanna Kvinnor (True Women 1883) is one of many gender-critical plays by Swedish women playwrights during the 1880s which linger in the shadows of Henrik Ibsen’s A Doll’s House. Sanna kvinnor certainly asks for a change of the prevailing gender norms in the 1880s, in other words, for a transformation into a better world, but how was this utopian drive staged at the theatres and how was it received by the theatre critics? By taking the theoretical point of departure in Slavoj Žižek’s notion of a radical utopia (2003), the aim of my article is to illuminate the reviewers’ perception of the stagings in the first production at the Royal Dramatic Theatre in 1883 and in Albert Ranft’s touring production 1884–86. My archival sources mainly consist of reviews from which both the stagings and the reviewers’ reactions will be traced through a systematic method developed from the semiotics of Jurij Lotman.","[{""name"": ""Birgitta Lindh Estelle"", ""affiliation"": []}]",[],"['Arts and Humanities', 'Psychology', 'Social Sciences']","['Clinical Psychology', 'Sociology and Political Science', 'Philosophy']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0402 心理学', 0.7628), ('1011 护理学', 0.7409)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
