DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.1093/aesthj/ayac050,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,On Snobbery,"Abstract This is a paper about the nature of snobbery and the undermining import of a charge of snobbery. On my account, snobs sincerely attempt to identify and correctly evaluate the aesthetically relevant features of an object, but they get things wrong, and their getting things wrong is explained by the fact that they under-value that which they associate with being lower-class. We can see the need for this account by reflecting on examples, and can distinguish it from existing accounts of snobbery by thinking about when and why evidence of snobbery constitutes higher-order evidence against one’s aesthetic judgements. Existing accounts either are consistent with snobs’ aesthetic judgements being flawless, and thus not undermined by evidence of snobbery, or they imply that the canonical reasoning-process for arriving at aesthetic judgements has been bypassed altogether. On my account, by contrast, snobbery does not bypass the canonical aesthetic reasoning-process but distorts it in systematic and predictable ways.","[{""name"": ""Zoë A Johnson King"", ""affiliation"": [""Harvard University , USA""]}]","[""10.1093/bjaesthetics/38.2.150"", ""10.1086/233321"", ""10.1111/phis.12137"", ""10.1111/1540_6245.jaac53.4.0379"", ""10.1017/CBO9780511663888.005"", ""10.1215/00318108-2006-035"", ""10.1093/acprof:oso/9780199263219.001.0001"", ""10.1111/nous.12344"", ""10.1111/j.1467-9213.2009.615.x"", ""10.1093/aesthj/ayr005"", ""10.1093/aesthj/ayy024"", ""10.1353/phl.1997.0010"", ""10.1002/9781118869109.ch36"", ""10.1215/00318108-112-4-447"", ""10.1215/00318108-114-4-497"", ""10.2307/2182490"", ""10.2307/2183262"", ""10.1093/aristoteliansupp/48.1.1"", ""10.1093/aesthj/ayi016"", ""10.1111/1468-0068.36.s16.10"", ""10.5840/philtopics20184616"", ""10.1111/1468-0378.00051""]","['Arts and Humanities', 'Neuroscience']","['Philosophy', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1111/1467-8365.12681,ART HISTORY,1304 Fine Art; 1301 Art Theory,"On Islam and Portraiture: Lithography, Glass Painting, and Photography in Senegal","Scholars have for decades challenged the popular belief that Islam is intrinsically and implacably hostile to anthropomorphic art. Rooted in this literature, this essay argues that Islam was responsible for popularizing portraiture in Senegal, which previously featured none. With the founding of local Sufi brotherhoods such as the Mouridiyya in the 1880s, the eminence of religious leaders led to an unprecedented demand for their portraits. Glass painting became the privileged medium for reproducing images that appeared in other media, such as lithographs or photographs. Inspired by the respect for Muslim saints inherent in Sufi practices, the widespread desire to display portraits in one's home and for one's personal devotional practices made this genre indispensable. Rather than concentrating on any one medium, this essay focuses on the theoretical and formal interaction among chromolithographs, photographs, and glass paintings, and the migration of images across the three between the 1910s and the 1950s.","[{""name"": ""Giulia Paoletti"", ""affiliation"": []}]",[],['Social Sciences'],"['Political Science and International Relations', 'Anthropology']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)]]"
10.1162/leon_a_01607,LEONARDO,1304 Fine Art; 1301 Art Theory,Of Metaphors and Molecules Figurative Language Bridging STEM and the Arts in Education,"STEM education in the United States is often described as being in a downward spiral, when assessed by competency test scores and lack of student motivation for engaging STEM disciplines. The authors suggest this arises from an overly instrumental view of STEM. While STEAM has arisen as a pushback paradigm, the application of STEAM in schools is challenging, and educators are often unclear about connecting STEM and the arts. The authors suggest envisioning STEAM through natural disciplinary interconnections. They focus on the integration of language arts and figurative thinking to blur the boundaries of STEM and the arts, and offer examples of figurative language—such as metaphor, linguistic etymology and synecdoche—for framing STEM teaching and learning.","[{""name"": ""Danah Henriksen"", ""affiliation"": [""Danah Henriksen (educator, researcher, educational psychologist), Division of Educational Leadership & Innovation, Arizona State University, P.O. Box 37100, Mail Code 3151, Phoenix, AZ 85069-7100, U.S.A.. Web: .""]}, {""name"": ""Punya Mishra"", ""affiliation"": [""Punya Mishra (educator, researcher, designer, administrator), Mary Lou Fulton Teachers College, Arizona State University, Farmer Education Building, Suite 402, 1050 S. Forest Mall, P.O. Box 871811, Tempe, AZ 85287-1811, U.S.A..""]}]","[""10.1177/016146810710900101""]","['Health Professions', 'Psychology']","['Experimental and Cognitive Psychology', 'Speech and Hearing']","[[('1004 公共卫生与预防医学', 0.7248), ('1009 特种医学', 0.7169), ('1003 口腔医学', 0.7153), ('1002 临床医学', 0.7145), ('1011 护理学', 0.711)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)], [('0824 船舶与海洋工程', 0.6903), ('0501 中国语言文学', 0.6859)]]"
10.1162/leon_a_02400,LEONARDO,1304 Fine Art; 1301 Art Theory,Novelty and Utility: How the Arts May Advance Question Creation in Contemporary Research,"Abstract This paper builds on research around novelty and utility to argue that the value of arts thinking should be applied in the generation of scientific questions. Arts thinking is often playful, less goal oriented, and can lead to new modes of questioning. Scientific thinking often solves an existing question, serves a purpose in solving the question, and must be predictable. The “problem of the problem” is that asking creative questions is the linchpin of the quality of research across the sciences, just as the best of art “does things” that make us move and feel moved; yet we posit that it is useful to consider that what each teaches and celebrates typically tends more toward either utility or novelty as an entry point. A new theoretical basis is presented in identifying questions primarily based on novelty rather than utility, and a catalogue of methods proposed for creating questions to employ in education, practice, and project planning.","[{""name"": ""Johannes Lehmann"", ""affiliation"": [""Johannes Lehmann, School of Integrative Plant Science, Cornell University, Ithaca, NY, U.S.A. Email: CL273@cornell.edu.""]}, {""name"": ""Rachel Garber Cole"", ""affiliation"": [""Rachel Garber Cole, Brooklyn, NY, U.S.A. Email: rgcole@gmail.com.""]}, {""name"": ""Nathaniel E. Stern"", ""affiliation"": [""Nathaniel E. Stern, Department of Art & Design, Department of Mechanical Engineering, Lubar Entrepreneurship Center, University of Wisconsin, Milwaukee, WI, U.S.A. Email: sternn@uwm.edu.""]}]","[""10.1007/BF02213372"", ""10.1016/j.molcel.2009.09.013"", ""10.1186/s13059-019-1902-1"", ""10.1093/oso/9780198797999.001.0001"", ""10.1037/aca0000194"", ""10.7312/kand17962"", ""10.1126/science.1207918"", ""10.1080/02783199409553588"", ""10.1002/sce.20259"", ""10.1057/s41599-019-0308-8"", ""10.1111/jaac.12136"", ""10.1057/s41599-022-01195-4"", ""10.1016/j.jhlste.2019.02.002"", ""10.1037/h0048850"", ""10.1007/s13194-021-00351-y"", ""10.2307/1422898"", ""10.1371/journal.pcbi.1008675"", ""10.3390/soilsystems3030045"", ""10.1007/s10705-021-10121-0"", ""10.2307/1320834"", ""10.1177/1473095205058496"", ""10.1080/00043125.2012.11519167"", ""10.1002/jocb.79""]","['Engineering', 'Psychology']","['Experimental and Cognitive Psychology', 'Mechanical Engineering']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)], [('0802 机械工程', 0.7803), ('0807 动力工程及工程热物理', 0.7598)]]"
10.33134/eeja.211,ESTETIKA-THE EUROPEAN JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Non-standard Emotions and Aesthetic Understanding,"Winner of the Fabian Dorsch ESA Essay Prize.For cognitivist accounts of aesthetic appreciation, appreciation requires an agent (1) to perceptually respond to the relevant aesthetic features of an object o on good evidential grounds, (2) to have an autonomous grasp of the reasons that make the claim about the aesthetic features of o true by pointing out the connection between non-aesthetic features and the aesthetic features of o, (3) to be able to provide an explanation of why those features contribute to the overall aesthetic value of o. In this framework, aesthetic emotions have traditionally been confined to the level of aesthetic perception (1) and dismissed from the process of reason-giving (2, 3). I argue that this dismissal is due, firstly, to a questionable perceptual reading of the connection between emotional experience and value, and, secondly, to a narrow focus on the basic emotions. My argument will reveal that the non-standard or ‘intellectual’ emotions, the emotions which are in fact most important to appreciation, can play a significant epistemic role in our appreciative practices. They can do this because they (a) help us to deliberately focus our attention and (b) place the appreciator in a state of second-order awareness of their mental states. I conclude the paper by showing how these two epistemic tools (a, b) can help the appreciator to meet the explanatory/justificatory conditions (2) and (3).","[{""name"": ""Irene Martínez Marín"", ""affiliation"": []}]","[""10.5406/jaesteduc.50.4.0001"", ""10.1093/oso/9780195111040.003.0013"", ""10.2307/429992"", ""10.1177/0959354319853632"", ""10.1111/j.1745-6916.2007.00042.x"", ""10.5840/faithphil201128119"", ""10.1177/1754073909103593"", ""10.1093/acprof:oso/9780199669639.003.0003"", ""10.1017/S135824611800067X"", ""10.1037/0033-295X.84.3.231"", ""10.1017/epi.2015.59"", ""10.1093/aesthj/ayj020"", ""10.1093/0198238991.003.0003""]","['Arts and Humanities', 'Neuroscience', 'Psychology']","['Philosophy', 'Social Psychology', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1093/jaac/kpac017,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,"Musical works, types and modal flexibility reconsidered","AbstractGuy Rohrbaugh and Allan Hazlett have provided two arguments against the thesis that musical works are types. In short, they assume that, according to our modal talk and intuitions, musical works are modally flexible entities; since types are modally inflexible entities, musical works are not types. I argue that Rohrbaugh’s and Hazlett’s arguments fail and that the type/token theorist can preserve the truth of our modal claims and intuitions even if types are modally inflexible entities. First, I consider two alternatives for the type/token theorist proposed in recent literature about the topic: the created types’ solution and the created abstract objects’ solution. I argue that none of them is attractive for the type/token theorist because they do not preserve the theoretical advantages of type/token theories to explain musical works’ repeatable nature. Then, I focus on the arguments’ common premise that musical works are modally flexible entities. A deeper analysis of musical practice will show that this premise is not true: our modal claims do not imply that musical works could have had different intrinsic but, instead, extrinsic properties. Finally, I show how the nested types theory may offer a satisfactory explanation of this fact and how it captures the truth of our modal talk about musical works.","[{""name"": ""Nemesio García-Carril Puy"", ""affiliation"": [""Philosophy Department, University of Murcia , Murcia 30003 , Spain""]}]","[""10.1093/oso/9780199241576.001.0001"", ""10.1093/aesthj/ays068"", ""10.1093/acprof:oso/9780199284375.001.0001"", ""10.1111/j.1747-9991.2008.00173.x"", ""10.1007/BF00367469"", ""10.1007/s11098-018-1207-3"", ""10.1017/CBO9780511620188"", ""10.1007/s10670-007-9073-y"", ""10.1007/BF00413498"", ""10.1093/oso/9780198250470.001.0001"", ""10.2307/2025596"", ""10.1007/BF00354100"", ""10.1111/jaac.12651"", ""10.1093/acprof:oso/9780199243778.001.0001"", ""10.1111/1468-0378.00182"", ""10.1093/aesthj/ayt026""]","['Arts and Humanities', 'Psychology']","['History and Philosophy of Science', 'Experimental and Cognitive Psychology']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)]]"
10.1162/leon_a_01792,LEONARDO,1304 Fine Art; 1301 Art Theory,"Linking Science and Technology with Arts and the Next Generation The STEAM Imaging Experimental Artist Residency, A Case Study","Abstract The author describes designing an artist-in-residence project within a research institute for applied science as a dialogue-oriented form of science communication and education. The author collaborated with a scientist, an artist, a software architect and a sound designer to realize the STEAM Imaging pilot project as a conceptual framework for fostering collaborative engagement among school students, scientists and an artist. A constant through the project is the connection of tools for computer-assisted medicine with teaching topics from science, technology, engineering and mathematics (STEM). The first artist in residence, Yen Tzu Chang, integrated programming for sound art, creation of plaster models and discussion on ethical topics. The aim was to foster engagement with and ownership of future technology.","[{""name"": ""Bianka Hofmann"", ""affiliation"": [""Fraunhofer MEVIS, Am Fallturm 1, 28359 Bremen, Germany. Email: bianka.hofmann@mevis.fraunhofer.de.""]}]",[],['Engineering'],['Biomedical Engineering'],"[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0831 生物医学工程', 0.7587), ('0836 生物工程', 0.7385)]]"
10.1093/jaac/kpab035,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Kivy's Mystery: Absolute Music and What the Formalist Can (or Could) Hear,"Abstract Peter Kivy has said that the power of purely instrumental music remains an unexplained wonder. With this larger question in mind, I will consider: (1) the issues in musical aesthetics that led to what Kivy termed his enhanced formalism, (2) his conception of expressive properties in music and how a distinction between having and understanding an emotion can help clarify this issues here (that is, where what we gain in human understanding from having had the emotion is not contained within the experience of that emotion itself), and, most importantly for Kivy’s larger mystery, (3) the way that counterpoint, in an often unrecognized way, can present mimetic content of a kind that can explain the sense of musical profundity that it often awakens. It may turn out that absolute music’s profundity can be explained by the resonances this kind of layered and complex music has with the living, the ordering, the making sense, of a life.","[{""name"": ""Garry L Hagberg"", ""affiliation"": [""Philosophy, Bard College, Annandale-On-Hudson, New York, NY, USA""]}]","[""10.1093/bjaesthetics/42.4.343"", ""10.5840/harvardreview2014213"", ""10.1093/oso/9780190669447.001.0001"", ""10.1093/oso/9780199347773.001.0001"", ""10.1093/0199263655.001.0001""]","['Arts and Humanities', 'Computer Science', 'Neuroscience']","['Computer Vision and Pattern Recognition', 'Music', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('1301 艺术学', 0.707), ('0702 物理学', 0.6883)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1093/jaac/kpab005,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Invisible Images and Indeterminacy: Why We Need a Multi-stage Account of Photography,"Abstract Some photographs show determinate features of a scene because the photographed scene had those features. This dependency relation is, rightly, a consensus in philosophy of photography. I seek to refute many long-established theories of photography by arguing that they are incompatible with this commitment. In Section II, I classify accounts of photography as either single-stage or multi-stage. In Section III, I analyze the historical basis for single-stage accounts. In Section IV, I explain why the single-stage view led scientists to postulate “latent” photographic images as a technical phenomenon in early chemical photography. In Section V, I discredit the notion of an invisible latent image in chemical photography and, in Section VI, extend this objection to the legacy of the latent image in digital photography. In Section VII, I appeal to the dependency relation to explain why the notion of a latent image makes the single-stage account untenable. Finally, I use the multi-stage account to advance debate about “new” versus “orthodox” theories of photography.","[{""name"": ""Dawn M Wilson"", ""affiliation"": [""Department of Languages and Philosophy, University of Hull, Hull, Yorkshire, UK""]}]","[""10.1111/jaac.12404"", ""10.1111/j.1747-9991.2008.00193.x"", ""10.1111/jaac.12662"", ""10.4324/9781315211169"", ""10.1002/9781119053194"", ""10.1111/jaac.12654"", ""10.1111/j.1540-6245.2011.01496.x"", ""10.1093/aesthj/ayp036"", ""10.1111/1468-0378.00182"", ""10.1111/jaac.12649"", ""10.1080/00223638.1996.11737656""]","['Arts and Humanities', 'Neuroscience']","['History and Philosophy of Science', 'History', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1162/leon_a_01963,LEONARDO,1304 Fine Art; 1301 Art Theory,Inner Rhythms Vessels as a Sustained Brain-Body Performance Practice,"Abstract Vessels is a brain-body performance practice that combines flute improvisation with live, sonified brain and body data. This article describes the genesis of this performance practice, which coevolved with the author’s brain-music interfacing and physiological data sonification methods. The author presents these novel interface designs and discusses how the affordances and constraints of these systems reflect onto her brain-body performance technique.","[{""name"": ""Grace Leslie"", ""affiliation"": [""Grace Leslie, School of Music, Georgia Institute of Technology, 840 McMillan St. NW, Atlanta, GA 30332, U.S.A. Email: grace.leslie@gatech.edu.""]}]","[""10.1162/0024094054762133"", ""10.1016/j.cardiores.2005.11.008""]","['Psychology', 'Neuroscience']","['Social Psychology', 'Cognitive Neuroscience']","[[('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1215/00666637-8866680,ARCHIVES OF ASIAN ART,1304 Fine Art; 1301 Art Theory; 0303 Sociology,Iconographic Volatility in the Fuxi-Nuwa Triads of the Han Dynasty,"Abstract Over the span of some two hundred years, from the late Western Han to the late Eastern Han, triad images featuring a prominent central being flanked by two smaller, snake-bodied figures, occurred on murals and carved stones in Henan, Shandong, and adjacent areas. The iconographic schema of the flanking figures, Nüwa and Fuxi, appears mature and stable, with their identities consistently determined by their half-human, half-serpent, and gendered bodies as well as by the divine objects they hold—sun and moon, compass and T square, numinous mushrooms. The iconography of the third being, however, appears far less consistent and somewhat elusive, yielding many different identifications by scholars. The seemingly anomalous pictorial program speaks to the issue of iconographic volatility in Han art. Looking across the corpus of triad images, this essay identifies the volatile third being as the Grand One, and proposes that its figural metamorphoses were predicated on the amorphousness of the supreme deity of Daoist cosmogony. Distilling the three most important formal aspects of the Grand One—a therianthropic being, a forceful facilitator, and a regal icon—this essay argues that the triad images embodied a coherent program depicting the cosmogonic origin of the world that began with the Grand One conjugating yin and yang, associated with Nüwa and Fuxi respectively. The emergence of this triad imagery coincided with evolving Daoist thought during the Han dynasty.","[{""name"": ""Yanlong Guo"", ""affiliation"": []}]","[""10.1080/02549948.1958.11730971"", ""10.2307/3250440"", ""10.1080/02549948.2015.1106833"", ""10.1017/S0362502800005460"", ""10.2307/3249974""]",['Social Sciences'],"['Anthropology', 'Sociology and Political Science', 'Cultural Studies']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)]]"
10.1093/aesthj/ayad026,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,How can we be moved by magic?,"Abstract When engaging with magic, we are moved by seemingly impossible events that contradict what we believe to be possible in the real world. We are surprised, curious, and baffled when we cannot explain how the magic we are witnessing is possible. We generally understand the events to be illusions. But how is it possible to be moved by something we know to be unreal? This problem is related to the paradox of fiction in aesthetics. Here, we introduce the problem in the domain of theatrical magic, discuss possible solutions, and present a tentative account that allows us to accommodate inconsistent, seemingly incompatible beliefs at different representational levels in the viewers’ mind.","[{""name"": ""Pablo R Grassi"", ""affiliation"": [""University of Tübingen, Centre for Integrative Neuroscience and Max-Plank Institute for Biological Cybernetics , Germany""]}, {""name"": ""Vincent Plikat"", ""affiliation"": [""University of Tübingen, Centre for Integrative Neuroscience and Max-Plank Institute for Biological Cybernetics , Germany""]}, {""name"": ""Hong Yu Wong"", ""affiliation"": [""University of Tübingen, Centre for Integrative Neuroscience and Max-Plank Institute for Biological Cybernetics , Germany""]}]","[""10.1037/11164-000"", ""10.1093/oso/9780198850670.001.0001"", ""10.7551/mitpress/8516.003.0021"", ""10.1037/0022-3514.74.6.1464"", ""10.7551/mitpress/11227.001.0001""]","['Arts and Humanities', 'Psychology', 'Neuroscience']","['Social Psychology', 'Literature and Literary Theory', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.1093/aesthj/ayac073,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Higher-Order Evidence in Aesthetics,"AbstractIn this introduction, I explain the notion of higher-order evidence and explore its bearing on aesthetic judgement. I start by illustrating how reflection on cases involving higher-order evidence engages with well-established concerns in aesthetics—specifically, how it might reveal tensions within and between widely recognized aesthetic ideals governing aesthetic judgement. Next, I show how attention to higher-order evidence in relation to aesthetic judgement might expose limitations or assumptions of theories in epistemology, where the nature and significance of higher-order evidence with respect to belief is the focus of much recent attention. The aim is not to resolve the issues but to demonstrate the significance of higher-order evidence in aesthetics and, in doing so, encourage work on the topic in and across aesthetics and epistemology.","[{""name"": ""Daniel Whiting"", ""affiliation"": [""University of Southampton , UK""]}]","[""10.1111/j.1933-1592.2012.00631.x"", ""10.1093/bjaesthetics/36.3.223"", ""10.1111/j.1933-1592.2010.00366.x"", ""10.1093/acprof:oso/9780199698370.001.0001"", ""10.1007/978-3-319-43893-1_9"", ""10.1086/233371"", ""10.1111/papq.12155"", ""10.1093/acprof:oso/9780199669639.003.0005"", ""10.1111/j.1540-6245.2012.01520.x"", ""10.1111/j.1520-8583.2005.00055.x"", ""10.1111/phpe.12026"", ""10.1007/s11098-011-9753-y"", ""10.1093/acprof:oso/9780199263219.001.0001"", ""10.1093/oso/9780198249856.001.0001"", ""10.1093/aesthj/ayp052"", ""10.5840/jphil201811538"", ""10.1007/s11098-012-0085-3"", ""10.5840/monist198366214"", ""10.1007/978-1-137-33475-6_3"", ""10.1093/aesthj/ayq051"", ""10.2307/432348"", ""10.1057/9780230294899_9"", ""10.5840/jphil2005102933"", ""10.1086/671402"", ""10.1111/nous.12344"", ""10.1111/1468-0378.00134"", ""10.5840/jphil201110838"", ""10.1111/nous.12026"", ""10.1002/tht3.193"", ""10.1093/oso/9780199285891.003.0007"", ""10.1111/j.1467-9213.2009.615.x"", ""10.1093/acprof:oso/9780199691517.003.0003"", ""10.1111/papq.12225"", ""10.4324/9780429325328"", ""10.1111/j.1468-0378.2008.00325.x"", ""10.1111/phpr.12090"", ""10.1093/acprof:oso/9780199669639.003.0002"", ""10.1093/acprof:oso/9780198714590.003.0004"", ""10.1093/aesthj/ayv032"", ""10.1093/oso/9780198847205.003.0006"", ""10.1080/0020174X.2016.1192484"", ""10.1093/aesthj/ayl019"", ""10.1093/oso/9780198810322.001.0001"", ""10.1111/j.1933-1592.2004.tb00384.x"", ""10.1093/aesthj/ays060"", ""10.1093/aesthj/ayw089"", ""10.1093/aesthj/ayy043"", ""10.1093/aesthj/ayy024"", ""10.1086/381694"", ""10.1017/S1358246114000265"", ""10.1111/ejop.12007"", ""10.1093/oso/9780192862952.001.0001"", ""10.1111/j.1933-1592.2010.00391.x"", ""10.1111/nous.12006"", ""10.1007/s11098-011-9718-1"", ""10.1086/664753"", ""10.1111/papq.12089"", ""10.1093/0198238991.001.0001"", ""10.1093/oso/9780198829775.001.0001"", ""10.1111/jaac.12580"", ""10.1093/aesthj/ayz053"", ""10.1007/s11098-010-9572-6"", ""10.5406/jaesteduc.51.3.0058"", ""10.1093/aesthj/44.3.277"", ""10.1111/rati.12324"", ""10.1111/j.1468-0114.2012.01429.x"", ""10.1093/analys/67.3.223"", ""10.1086/664749"", ""10.1093/aesthj/ayy010"", ""10.1093/aesthj/ayu099"", ""10.1111/nous.12138"", ""10.1093/analys/anaa056"", ""10.1093/pq/pqaa045"", ""10.1111/phpr.12246""]","['Arts and Humanities', 'Neuroscience']","['Cognitive Neuroscience', 'Philosophy']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
10.1162/leon_a_01906,LEONARDO,1304 Fine Art; 1301 Art Theory,Harold Cohen and AARON Collaborations in the Last Six Years (2010-2016) of a Creative Life,"Abstract This article documents Harold Cohen’s last phase of creativity from 2010 until his death in 2016, a period that witnessed an accelerated coevolution of Cohen’s relationship with the artificial intelligence program AARON on the one hand and his technological and artistic innovations on the other, culminating in a new art form featuring the void. Implications for the human and machine interface are discussed.","[{""name"": ""Louise Sundararajan"", ""affiliation"": [""Louise Sundararajan, Rochester, NY, U.S.A. Email: louiselu@frontiernet.net.""]}]","[""10.1002/jocb.44"", ""10.1038/s41586-019-1138-y""]",['Social Sciences'],['Safety Research'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0837 安全科学与工程', 0.7723), ('0839 网络空间安全', 0.7531)]]"
