Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000596814400016,10.1016/j.compenvurbsys.2020.101569,n/a,"Understanding the drivers of sustainable land expansion using a patch-generating land use simulation (PLUS) model: A case study in Wuhan, China","Liang, Xun; Guan, Qingfeng; Clarke, Keith C.; Liu, Shishi; Wang, Bingyu; Yao, Yao",COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,0830 Environmental Science and Engineering; 0705 Geography; 1201 Management Science and Engineering; 0833 Urban and Rural Planning; 0812 Computer Science and Technology,Article,85,n/a,n/a,2021,1039,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000596814400016,33.207407,16.662866592407227,25.554682,31.29,62.3542,40.6579,International - Trilateral,99.9935,6.454
WOS:000710711600004,10.1016/j.jmsy.2021.10.006,n/a,"Industry 4.0 and Industry 5.0-Inception, conception and perception","Xu, Xun; Lu, Yuqian; Vogel-Heuser, Birgit; Wang, Lihui",JOURNAL OF MANUFACTURING SYSTEMS,1201 Management Science and Engineering; 0711 Systems Science,Article,61,n/a,530-535,2021,992,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000710711600004,50.982379,16.662866592407227,25.554682,19.46,59.5336,38.8187,International - Trilateral,99.9914,9.498
WOS:000736167200005,10.1016/j.eswa.2021.116158,n/a,Reptile Search Algorithm (RSA): A nature-inspired meta-heuristic optimizer,"Abualigah, Laith; Abd Elaziz, Mohamed; Sumari, Putra; Geem, Zong Woo; Gandomi, Amir H.",EXPERT SYSTEMS WITH APPLICATIONS,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,191,n/a,n/a,2021,986,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000736167200005,30.173865,16.662866592407227,35.142982,32.68,59.1735,28.0568,International - Quadrilateral +,99.9892,8.665
WOS:000631736100005,10.1016/j.jmsy.2020.06.017,n/a,"Review of digital twin about concepts, technologies, and industrial applications","Liu, Mengnan; Fang, Shuiliang; Dong, Huiyue; Xu, Cunzhi",JOURNAL OF MANUFACTURING SYSTEMS,1201 Management Science and Engineering; 0711 Systems Science,Review,58,n/a,346-361,2021,970,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000631736100005,174.375,41.03816604614258,34.189102,5.56,23.6365,28.3716,Domestic - Single,99.9364,9.498
WOS:000522523000035,10.1109/TII.2019.2943898,n/a,Deep Residual Shrinkage Networks for Fault Diagnosis,"Zhao, Minghang; Zhong, Shisheng; Fu, Xuyun; Tang, Baoping; Pecht, Michael",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1201 Management Science and Engineering; 0811 Control Science and Engineering; 0808 Electrical Engineering; 0812 Computer Science and Technology,Article,16,7,4681-4690,2020,965,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000522523000035,58.642659,20.520305633544922,25.74316,16.46,47.0266,37.4857,International - Bilateral,99.9865,10.215
WOS:000611566100037,10.1007/978-3-030-37734-2_37,n/a,Kvasir-SEG: A Segmented Polyp Dataset,"Jha, Debesh; Smedsrud, Pia H.; Riegler, Michael A.; Halvorsen, Pal; de Lange, Thomas; Johansen, Dag; Johansen, Havard D.","MULTIMEDIA MODELING (MMM 2020), PT II",0805 Materials Science and Engineering; 1004 Public Health and Preventive Medicine; 0703 Chemistry; 0708 Geophysics; 1201 Management Science and Engineering; 0401 Education; 0814 Civil Engineering; 0804 Instrumentation Science and Technology; 0825 Aerospace Science and Technology; 0823 Transportation Engineering; 1002 Clinical Medicine; 0836 Biotechnology and Bioengineering; 0810 Information and Communication Engineering; 1202 Business Administration; 0712 History of Science and Technology; 0301 Law; 0833 Urban and Rural Planning; 1010 Medical Technology; 0813 Architecture; 0705 Geography; 0831 Biomedical Engineering; 0303 Sociology; 0811 Control Science and Engineering; 1204 Public Administration; 0302 Political Science; 1009 Special Medicine; 1205 Library and Information Science & Archive Management; 0101 Philosophy; 0603 World History; 0714 Statistics; 0503 Journalism and Communication; 1302 Music and Dance; 1001 Basic Medicine; 0702 Physics; 0402 Psychology; 0835 Software Engineering; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,11962,n/a,451-462,2020,955,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000611566100037,5.166721,2.4609522819519043,2.3066235,184.84,388.0612,414.0251,Domestic - Multiple,99.9976,n/a
WOS:000559755500005,10.5465/annals.2018.0057,n/a,HUMAN TRUST IN ARTIFICIAL INTELLIGENCE: REVIEW OF EMPIRICAL RESEARCH,"Glikson, Ella; Woolley, Anita Williams",ACADEMY OF MANAGEMENT ANNALS,1201 Management Science and Engineering; 1202 Business Administration,Review,14,2,627-660,2020,952,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000559755500005,182.7,53.426780700683594,64.81794,5.21,17.8188,14.6873,International - Bilateral,99.8681,16.438
WOS:000696208700025,10.1016/j.ijforecast.2021.03.012,n/a,Temporal Fusion Transformers for interpretable multi-horizon time series forecasting,"Lim, Bryan; Arik, Sercan O.; Loeff, Nicolas; Pfister, Tomas",INTERNATIONAL JOURNAL OF FORECASTING,1201 Management Science and Engineering,Article,37,4,1748-1764,2021,934,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000696208700025,29.536585,16.662866592407227,20.543447,31.62,56.0528,45.4646,International - Bilateral,99.9871,7.022
WOS:000667165200042,10.1016/j.cie.2021.107408,n/a,African vultures optimization algorithm: A new nature-inspired metaheuristic algorithm for global optimization problems,"Abdollahzadeh, Benyamin; Gharehchopogh, Farhad Soleimanian; Mirjalili, Seyedali",COMPUTERS & INDUSTRIAL ENGINEERING,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,158,n/a,n/a,2021,911,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000667165200042,27.786472,16.662866592407227,25.554682,32.79,54.6725,35.649,International - Trilateral,99.9849,7.18
WOS:000510825600012,10.5465/annals.2018.0174,n/a,ALGORITHMS AT WORK: THE NEW CONTESTED TERRAIN OF CONTROL,"Kellogg, Katherine C.; Valentine, Melissa A.; Christin, Angele",ACADEMY OF MANAGEMENT ANNALS,1201 Management Science and Engineering; 1202 Business Administration,Article,14,1,366-410,2020,911,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000510825600012,134.571429,20.520305633544922,19.944777,6.77,44.3951,45.6761,Domestic - Multiple,99.9843,16.438
WOS:000904116000001,10.1007/978-3-031-20047-2_1,n/a,ByteTrack: Multi-object Tracking by Associating Every Detection Box,"Zhang, Yifu; Sun, Peize; Jiang, Yi; Yu, Dongdong; Weng, Fucheng; Yuan, Zehuan; Luo, Ping; Liu, Wenyu; Wang, Xinggang","COMPUTER VISION, ECCV 2022, PT XXII",0814 Civil Engineering; 0805 Materials Science and Engineering; 0804 Instrumentation Science and Technology; 0833 Urban and Rural Planning; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0705 Geography; 0301 Law; 0825 Aerospace Science and Technology; 0810 Information and Communication Engineering; 0813 Architecture; 0811 Control Science and Engineering; 0703 Chemistry; 0708 Geophysics; 0303 Sociology; 1201 Management Science and Engineering; 0831 Biomedical Engineering; 0401 Education; 1302 Music and Dance; 0823 Transportation Engineering; 0302 Political Science; 0712 History of Science and Technology; 1202 Business Administration; 0101 Philosophy; 1205 Library and Information Science & Archive Management; 0603 World History; 1204 Public Administration; 1010 Medical Technology; 1009 Special Medicine; 1004 Public Health and Preventive Medicine; 0503 Journalism and Communication; 0714 Statistics; 0835 Software Engineering; 0702 Physics; 1001 Basic Medicine; 0402 Psychology; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,13682,n/a,1-21,2022,898,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000904116000001,5.407521,2.7312870025634766,2.913017,166.07,328.7827,308.2715,Domestic - Multiple,99.9955,n/a
WOS:000523602300023,10.1016/j.tre.2020.101922,MEDLINE:32288597,Predicting the impacts of epidemic outbreaks on global supply chains: A simulation-based analysis on the coronavirus outbreak (COVID-19/SARS-CoV-2) case,"Ivanov, Dmitry",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,0814 Civil Engineering; 0823 Transportation Engineering; 1201 Management Science and Engineering,Article,136,n/a,n/a,2020,895,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000523602300023,54.486842,20.520305633544922,15.5512085,16.43,43.6153,57.5518,Domestic - Single,99.982,6.875
WOS:000820082900001,10.1016/j.jii.2021.100257,n/a,Industry 5.0: A survey on enabling technologies and potential applications,"Maddikunta, Praveen Kumar Reddy; Quoc-Viet Pham; Prabadevi; Deepa, N.; Dev, Kapal; Gadekallu, Thippa Reddy; Ruby, Rukhsana; Liyanage, Madhusanka",JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,26,n/a,n/a,2022,861,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000820082900001,32.333333,11.862630844116211,24.747555,26.63,72.5809,34.7913,International - Quadrilateral +,99.9977,15.7
WOS:000712019600002,10.1007/978-3-030-87193-2_2,n/a,TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation,"Zhang, Yundong; Liu, Huiye; Hu, Qiang","MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2021, PT I",0811 Control Science and Engineering; 0810 Information and Communication Engineering; 1201 Management Science and Engineering; 0401 Education; 0831 Biomedical Engineering; 0804 Instrumentation Science and Technology; 0823 Transportation Engineering; 0814 Civil Engineering; 0805 Materials Science and Engineering; 1202 Business Administration; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0833 Urban and Rural Planning; 0825 Aerospace Science and Technology; 0705 Geography; 0703 Chemistry; 1204 Public Administration; 1010 Medical Technology; 1004 Public Health and Preventive Medicine; 1205 Library and Information Science & Archive Management; 0708 Geophysics; 0813 Architecture; 1009 Special Medicine; 0303 Sociology; 0301 Law; 0712 History of Science and Technology; 0503 Journalism and Communication; 0302 Political Science; 1302 Music and Dance; 0101 Philosophy; 0603 World History; 1001 Basic Medicine; 0402 Psychology; 0702 Physics; 0835 Software Engineering; 0714 Statistics; 0812 Computer Science and Technology; 0710 Biology; 0701 Mathematics; 0816 Surveying and Mapping,Proceedings Paper,12901,n/a,14-24,2021,839,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000712019600002,4.748663,2.50009822845459,3.9511132,176.68,335.5868,212.3452,International - Bilateral,99.9978,n/a
WOS:000525819400036,10.1016/j.eswa.2020.113338,n/a,Chimp optimization algorithm,"Khishe, M.; Mosavi, M. R.",EXPERT SYSTEMS WITH APPLICATIONS,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,149,n/a,n/a,2020,817,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000525819400036,41.510811,20.520305633544922,19.944777,19.68,39.8142,40.9631,Domestic - Multiple,99.9798,6.954
WOS:000555429100001,10.1111/gwao.12506,MEDLINE:32837019,COVID-19 and the gender gap in work hours,"Collins, Caitlyn; Landivar, Liana Christin; Ruppanner, Leah; Scarborough, William J.",GENDER WORK AND ORGANIZATION,0303 Sociology; 1201 Management Science and Engineering,Article,28,n/a,101-112,2020,812,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000555429100001,36.75974,20.520305633544922,25.74316,22.09,39.5706,31.5424,International - Bilateral,99.9775,3.465
WOS:000663298900004,10.1016/j.eswa.2021.114864,n/a,"Hunger games search: Visions, conception, implementation, deep analysis, perspectives, and towards performance shifts","Yang, Yutao; Chen, Huiling; Heidari, Ali Asghar; Gandomi, Amir H.",EXPERT SYSTEMS WITH APPLICATIONS,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,177,n/a,n/a,2021,808,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000663298900004,30.173865,16.662866592407227,35.142982,26.78,48.4911,22.9918,International - Quadrilateral +,99.9828,8.665
WOS:000878434800022,10.1007/978-3-031-08999-2_22,n/a,Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images,"Hatamizadeh, Ali; Nath, Vishwesh; Tang, Yucheng; Yang, Dong; Roth, Holger R.; Xu, Daguang","BRAINLESION: GLIOMA, MULTIPLE SCLEROSIS, STROKE AND TRAUMATIC BRAIN INJURIES, BRAINLES 2021, PT I",0810 Information and Communication Engineering; 0814 Civil Engineering; 0811 Control Science and Engineering; 0805 Materials Science and Engineering; 0804 Instrumentation Science and Technology; 0833 Urban and Rural Planning; 0836 Biotechnology and Bioengineering; 0705 Geography; 0301 Law; 1002 Clinical Medicine; 0825 Aerospace Science and Technology; 0813 Architecture; 1201 Management Science and Engineering; 0703 Chemistry; 0708 Geophysics; 0401 Education; 0831 Biomedical Engineering; 0823 Transportation Engineering; 0303 Sociology; 1202 Business Administration; 1205 Library and Information Science & Archive Management; 1010 Medical Technology; 1204 Public Administration; 1302 Music and Dance; 0302 Political Science; 1009 Special Medicine; 0712 History of Science and Technology; 1004 Public Health and Preventive Medicine; 0101 Philosophy; 0603 World History; 0714 Statistics; 0503 Journalism and Communication; 1001 Basic Medicine; 0812 Computer Science and Technology; 0402 Psychology; 0835 Software Engineering; 0702 Physics; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,12962,n/a,272-284,2022,801,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000878434800022,5.407521,2.7312870025634766,2.913017,148.13,293.2683,274.9726,Domestic - Multiple,99.9932,n/a
WOS:000663582800006,10.1016/j.eswa.2021.115079,n/a,RUN beyond the metaphor: An efficient optimization algorithm based on Runge Kutta method,"Ahmadianfar, Iman; Heidari, Ali Asghar; Gandomi, Amir H.; Chu, Xuefeng; Chen, Huiling",EXPERT SYSTEMS WITH APPLICATIONS,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,181,n/a,n/a,2021,797,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000663582800006,30.173865,16.662866592407227,35.142982,26.41,47.8309,22.6788,International - Quadrilateral +,99.9806,8.665
WOS:000631746800002,10.1016/j.jmsy.2019.10.001,n/a,Enabling technologies and tools for digital twin,"Qi, Qinglin; Tao, Fei; Hu, Tianliang; Anwer, Nabil; Liu, Ang; Wei, Yongli; Wang, Lihui; Nee, A. Y. C.",JOURNAL OF MANUFACTURING SYSTEMS,1201 Management Science and Engineering; 0711 Systems Science,Article,58,n/a,3-21,2021,782,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000631746800002,50.982379,16.662866592407227,35.142982,15.34,46.9307,22.252,International - Quadrilateral +,99.9785,9.498
WOS:000515417800044,10.1016/j.cie.2019.106231,n/a,Sustainable supplier selection in healthcare industries using a new MCDM method: Measurement of alternatives and ranking according to COmpromise solution (MARCOS),"Stevic, Zeljko; Pamucar, Dragan; Puska, Adis; Chatterjee, Prasenjit",COMPUTERS & INDUSTRIAL ENGINEERING,1201 Management Science and Engineering; 0812 Computer Science and Technology,Article,140,n/a,n/a,2020,781,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000515417800044,35.355987,20.520305633544922,32.517136,22.09,38.0599,24.0181,International - Trilateral,99.9753,5.431
WOS:000534841500001,10.1007/s10479-020-03640-6,MEDLINE:32836614,"Viable supply chain model: integrating agility, resilience and sustainability perspectives-lessons from and thinking beyond the COVID-19 pandemic","Ivanov, Dmitry",ANNALS OF OPERATIONS RESEARCH,0711 Systems Science; 1201 Management Science and Engineering,Article,319,1,1411-1431,2020,775,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000534841500001,21.574919,20.520305633544922,15.5512085,35.92,37.7675,49.8354,Domestic - Single,99.973,4.854
WOS:000526381800052,10.1109/TII.2019.2942190,n/a,Blockchain and Federated Learning for Privacy-Preserved Data Sharing in Industrial IoT,"Lu, Yunlong; Huang, Xiaohong; Dai, Yueyue; Maharjan, Sabita; Zhang, Yan",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1201 Management Science and Engineering; 0811 Control Science and Engineering; 0808 Electrical Engineering; 0812 Computer Science and Technology,Article,16,6,4177-4186,2020,771,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000526381800052,58.642659,20.520305633544922,25.74316,13.15,37.5725,29.9497,International - Bilateral,99.9708,10.215
WOS:000602863200001,10.1016/j.ejor.2020.07.063,n/a,Machine learning for combinatorial optimization: A methodological tour d'horizon,"Bengio, Yoshua; Lodi, Andrea; Prouvost, Antoine",EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1201 Management Science and Engineering; 0711 Systems Science,Review,290,2,405-421,2021,766,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000602863200001,104.419355,41.03816604614258,36.110294,7.34,18.6656,21.2128,Domestic - Multiple,99.8728,6.363
