Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000534341800002,10.1097/HP.0000000000001210,MEDLINE:32167495,Guidelines for Limiting Exposure to Electromagnetic Fields (100 kHz to 300 GHz),n/a,HEALTH PHYSICS,0830 Environmental Science and Engineering; 0827 Nuclear Science and Technology; 0837 Safety Science and Engineering; 1010 Medical Technology; 1009 Special Medicine; 1004 Public Health and Preventive Medicine,Article,118,5,483-524,2020,1134,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000534341800002,17.720721,16.013446807861328,0.0,63.99,70.8155,0.0,n/a,99.9743,1.316
WOS:000507987000009,10.1016/j.neuroimage.2019.116189,MEDLINE:31521825,Automated anatomical labelling atlas 3,"Rolls, Edmund T.; Huang, Chu-Chung; Lin, Ching-Po; Feng, Jianfeng; Joliot, Marc",NEUROIMAGE,1001 Basic Medicine; 1010 Medical Technology; 1009 Special Medicine,Article,206,n/a,n/a,2020,1129,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000507987000009,32.579498,16.013446807861328,39.239822,34.65,70.5032,28.7718,International - Quadrilateral +,99.9714,6.556
WOS:000534370700020,10.1016/j.cca.2020.03.022,MEDLINE:32178975,Thrombocytopenia is associated with severe coronavirus disease 2019 (COVID-19) infections: A meta-analysis,"Lippi, Giuseppe; Plebani, Mario; Henry, Brandon Michael",CLINICA CHIMICA ACTA,1010 Medical Technology,Article,506,n/a,145-148,2020,1102,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000534370700020,19.992188,16.013446807861328,19.71944,55.12,68.8172,55.8839,International - Bilateral,99.9685,3.786
WOS:000765802100138,10.1016/j.procs.2022.01.135,n/a,A Review of Yolo Algorithm Developments,"Jiang, Peiyuan; Ergu, Daji; Liu, Fangyao; Cai, Ying; Ma, Bo",8TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND QUANTITATIVE MANAGEMENT (ITQM 2020 & 2021): DEVELOPING GLOBAL DIGITAL ECONOMY AFTER COVID-19,0810 Information and Communication Engineering; 0811 Control Science and Engineering; 1201 Management Science and Engineering; 0401 Education; 0831 Biomedical Engineering; 0823 Transportation Engineering; 1202 Business Administration; 1205 Library and Information Science & Archive Management; 0820 Oil and Natural Gas Engineering; 1204 Public Administration; 1010 Medical Technology; 1009 Special Medicine; 0830 Environmental Science and Engineering; 1004 Public Health and Preventive Medicine; 0802 Mechanical Engineering; 0503 Journalism and Communication; 0714 Statistics; 1001 Basic Medicine; 0812 Computer Science and Technology; 0835 Software Engineering; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,199,n/a,1066-1073,2022,1098,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000765802100138,11.117347,3.7121100425720215,2.7745323,98.76,295.7886,395.7424,Domestic - Single,99.9969,n/a
WOS:000530831100027,10.2967/jnumed.118.222893,MEDLINE:32060219,Introduction to Radiomics,"Mayerhoefer, Marius E.; Materka, Andrzej; Langs, Georg; Haggstrom, Ida; Szczypinski, Piotr; Gibbs, Peter; Cook, Gary",JOURNAL OF NUCLEAR MEDICINE,1009 Special Medicine; 1010 Medical Technology,Article,61,4,488-495,2020,1094,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000530831100027,41.551724,16.013446807861328,39.239822,26.33,68.3176,27.8798,International - Quadrilateral +,99.9657,10.057
WOS:000551892700017,10.1148/radiol.2020201187,MEDLINE:32228363,COVID-19-associated Acute Hemorrhagic Necrotizing Encephalopathy: Imaging Features,"Poyiadji, Neo; Shahin, Gassan; Noujaim, Daniel; Stone, Michael; Patel, Suresh; Griffith, Brent",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Editorial Material,296,2,E119-E120,2020,1055,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700017,18.334951,4.6994547843933105,4.022983,57.54,224.4941,262.2432,Domestic - Single,99.9782,11.105
WOS:000551892700001,10.1148/radiol.2020200490,MEDLINE:32083985,Coronavirus Disease 2019 (COVID-19) A Perspective from China,"Zu, Zi Yue; Jiang, Meng Di; Xu, Peng Peng; Chen, Wen; Ni, Qian Qian; Lu, Guang Ming; Zhang, Long Jiang",RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Article,296,2,E15-E25,2020,1050,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700001,122.746212,16.013446807861328,15.613042,8.55,65.5699,67.2515,Domestic - Multiple,99.9628,11.105
WOS:000611566100037,10.1007/978-3-030-37734-2_37,n/a,Kvasir-SEG: A Segmented Polyp Dataset,"Jha, Debesh; Smedsrud, Pia H.; Riegler, Michael A.; Halvorsen, Pal; de Lange, Thomas; Johansen, Dag; Johansen, Havard D.","MULTIMEDIA MODELING (MMM 2020), PT II",0805 Materials Science and Engineering; 1004 Public Health and Preventive Medicine; 0703 Chemistry; 0708 Geophysics; 1201 Management Science and Engineering; 0401 Education; 0814 Civil Engineering; 0804 Instrumentation Science and Technology; 0825 Aerospace Science and Technology; 0823 Transportation Engineering; 1002 Clinical Medicine; 0836 Biotechnology and Bioengineering; 0810 Information and Communication Engineering; 1202 Business Administration; 0712 History of Science and Technology; 0301 Law; 0833 Urban and Rural Planning; 1010 Medical Technology; 0813 Architecture; 0705 Geography; 0831 Biomedical Engineering; 0303 Sociology; 0811 Control Science and Engineering; 1204 Public Administration; 0302 Political Science; 1009 Special Medicine; 1205 Library and Information Science & Archive Management; 0101 Philosophy; 0603 World History; 0714 Statistics; 0503 Journalism and Communication; 1302 Music and Dance; 1001 Basic Medicine; 0702 Physics; 0402 Psychology; 0835 Software Engineering; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,11962,n/a,451-462,2020,955,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000611566100037,5.166721,3.2829771041870117,3.011008,184.84,290.8945,317.1695,Domestic - Multiple,99.9959,n/a
WOS:000904116000001,10.1007/978-3-031-20047-2_1,n/a,ByteTrack: Multi-object Tracking by Associating Every Detection Box,"Zhang, Yifu; Sun, Peize; Jiang, Yi; Yu, Dongdong; Weng, Fucheng; Yuan, Zehuan; Luo, Ping; Liu, Wenyu; Wang, Xinggang","COMPUTER VISION, ECCV 2022, PT XXII",0814 Civil Engineering; 0805 Materials Science and Engineering; 0804 Instrumentation Science and Technology; 0833 Urban and Rural Planning; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0705 Geography; 0301 Law; 0825 Aerospace Science and Technology; 0810 Information and Communication Engineering; 0813 Architecture; 0811 Control Science and Engineering; 0703 Chemistry; 0708 Geophysics; 0303 Sociology; 1201 Management Science and Engineering; 0831 Biomedical Engineering; 0401 Education; 1302 Music and Dance; 0823 Transportation Engineering; 0302 Political Science; 0712 History of Science and Technology; 1202 Business Administration; 0101 Philosophy; 1205 Library and Information Science & Archive Management; 0603 World History; 1204 Public Administration; 1010 Medical Technology; 1009 Special Medicine; 1004 Public Health and Preventive Medicine; 0503 Journalism and Communication; 0714 Statistics; 0835 Software Engineering; 0702 Physics; 1001 Basic Medicine; 0402 Psychology; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,13682,n/a,1-21,2022,898,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000904116000001,5.407521,3.7121100425720215,3.8713994,166.07,241.9109,231.9575,Domestic - Multiple,99.9938,n/a
WOS:000521026200004,10.1007/s00330-020-06801-0,MEDLINE:32193638,Chest CT manifestations of new coronavirus disease 2019 (COVID-19): a pictorial review,"Ye, Zheng; Zhang, Yun; Wang, Yi; Huang, Zixiang; Song, Bin",EUROPEAN RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Review,30,8,4381-4389,2020,872,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000521026200004,52.333333,27.497844696044922,23.153051,16.66,31.7116,37.6624,Domestic - Single,99.9425,5.315
WOS:000551892700007,10.1148/radiol.2020200905,MEDLINE:32191588,Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy,"Li, Lin; Qin, Lixin; Xu, Zeguo; Yin, Youbing; Wang, Xin; Kong, Bin; Bai, Junjie; Lu, Yi; Fang, Zhenghan; Song, Qi; Cao, Kunlin; Liu, Daliang; Wang, Guisheng; Xu, Qizhong; Fang, Xisheng; Zhang, Shiqin; Xia, Juan; Xia, Jun",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,2,E65-+,2020,871,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700007,122.746212,16.013446807861328,15.613042,7.1,54.3918,55.7867,Domestic - Multiple,99.9599,11.105
WOS:000551892700008,10.1148/radiol.2020201160,MEDLINE:32216717,Frequency and Distribution of Chest Radiographic Findings in Patients Positive for COVID-19,"Wong, Ho Yuen Frank; Lam, Hiu Yin Sonia; Fong, Ambrose Ho-Tung; Leung, Siu Ting; Chin, Thomas Wing-Yan; Lo, Christine Shing Yen; Lui, Macy Mei-Sze; Lee, Jonan Chun Yin; Chiu, Keith Wan-Hang; Chung, Tom Wai-Hin; Lee, Elaine Yuen Phin; Wan, Eric Yuk Fai; Hung, Ivan Fan Ngai; Lam, Tina Poy Wing; Kuo, Michael D.; Ng, Ming-Yen",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,2,E72-E78,2020,870,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700008,122.746212,16.013446807861328,15.613042,7.09,54.3293,55.7226,Domestic - Multiple,99.9571,11.105
WOS:000541776100030,10.1148/radiol.2020201365,n/a,The Role of Chest Imaging in Patient Management during the COVID-19 Pandemic: A Multinational Consensus Statement from the Fleischner Society,"Rubin, Geoffrey D.; Ryerson, Christopher J.; Haramati, Linda B.; Sverzellati, Nicola; Kanne, Jeffrey P.; Raoof, Suhail; Schluger, Neil W.; Volpi, Annalisa; Yim, Jae-Joon; Martin, Ian B. K.; Anderson, Deverick J.; Kong, Christina; Altes, Talissa; Bush, Andrew; Desai, Sujal R.; Goldin, Onathan; Goo, Jin Mo; Humbert, Marc; Inour, Yoshikazu; Kauczor, Hans-Ulrich; Luo, Fengming; Mazzone, Peter J.; Prokop, Mathias; Remy-Jardin, Martine; Richeldi, Luca; Schaefer-Prokop, Cornelia M.; Tomiyama, Noriyuki; Wells, Athol U.; Leung, Ann N.",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,1,172-180,2020,865,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000541776100030,122.746212,16.013446807861328,39.239822,7.05,54.0171,22.0439,International - Quadrilateral +,99.9542,11.105
WOS:000520166000036,10.1148/radiol.2020200274,n/a,Emerging 2019 Novel Coronavirus (2019-nCoV) Pneumonia,"Song, Fengxiang; Shi, Nannan; Shan, Fei; Zhang, Zhiyong; Shen, Jie; Lu, Hongzhou; Ling, Yun; Jiang, Yebin; Shi, Yuxin",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,295,1,210-217,2020,856,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000520166000036,122.746212,16.013446807861328,19.71944,6.97,53.4551,43.4089,International - Bilateral,99.9514,11.105
WOS:000563915600001,10.1186/s13244-020-00887-2,MEDLINE:32785796,"Radiomics in medical imaging-""how-to"" guide and critical reflection","van Timmeren, Janita E.; Cester, Davide; Tanadini-Lang, Stephanie; Alkadhi, Hatem; Baessler, Bettina",INSIGHTS INTO IMAGING,1009 Special Medicine; 1010 Medical Technology,Review,11,1,n/a,2020,844,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000563915600001,39.606061,27.497844696044922,23.153051,21.31,30.6933,36.4531,Domestic - Single,99.9138,5.231
WOS:000712019600002,10.1007/978-3-030-87193-2_2,n/a,TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation,"Zhang, Yundong; Liu, Huiye; Hu, Qiang","MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2021, PT I",0811 Control Science and Engineering; 0810 Information and Communication Engineering; 1201 Management Science and Engineering; 0401 Education; 0831 Biomedical Engineering; 0804 Instrumentation Science and Technology; 0823 Transportation Engineering; 0814 Civil Engineering; 0805 Materials Science and Engineering; 1202 Business Administration; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0833 Urban and Rural Planning; 0825 Aerospace Science and Technology; 0705 Geography; 0703 Chemistry; 1204 Public Administration; 1010 Medical Technology; 1004 Public Health and Preventive Medicine; 1205 Library and Information Science & Archive Management; 0708 Geophysics; 0813 Architecture; 1009 Special Medicine; 0303 Sociology; 0301 Law; 0712 History of Science and Technology; 0503 Journalism and Communication; 0302 Political Science; 1302 Music and Dance; 0101 Philosophy; 0603 World History; 1001 Basic Medicine; 0402 Psychology; 0702 Physics; 0835 Software Engineering; 0714 Statistics; 0812 Computer Science and Technology; 0710 Biology; 0701 Mathematics; 0816 Surveying and Mapping,Proceedings Paper,12901,n/a,14-24,2021,839,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000712019600002,4.748663,3.0628349781036377,4.774684,176.68,273.9292,175.7184,International - Bilateral,99.9966,n/a
WOS:000559735000001,10.1097/RLI.0000000000000672,MEDLINE:32118615,The Clinical and Chest CT Features Associated With Severe and Critical COVID-19 Pneumonia,"Li, Kunhua; Wu, Jiong; Wu, Faqi; Guo, Dajing; Chen, Linli; Fang, Zheng; Li, Chuanming",INVESTIGATIVE RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,55,6,327-331,2020,834,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000559735000001,40.380952,16.013446807861328,15.613042,20.65,52.0812,53.4169,Domestic - Multiple,99.9485,6.016
WOS:000522728500010,10.1093/clinchem/hvaa029,MEDLINE:32031583,Molecular Diagnosis of a Novel Coronavirus (2019-nCoV) Causing an Outbreak of Pneumonia,"Chu, Daniel K. W.; Pan, Yang; Cheng, Samuel M. S.; Hui, Kenrie P. Y.; Krishnan, Pavithra; Liu, Yingzhi; Ng, Daisy Y. M.; Wan, Carrie K. C.; Yang, Peng; Wang, Quanyi; Peiris, Malik; Poon, Leo L. M.",CLINICAL CHEMISTRY,1010 Medical Technology,Article,66,4,549-555,2020,827,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000522728500010,43.886364,16.013446807861328,15.613042,18.84,51.6441,52.9685,Domestic - Multiple,99.9456,8.327
WOS:000551892700005,10.1148/radiol.2020200823,MEDLINE:32155105,Performance of Radiologists in Differentiating COVID-19 from Non-COVID-19 Viral Pneumonia at Chest CT,"Bai, Harrison X.; Hsieh, Ben; Xiong, Zeng; Halsey, Kasey; Choi, Ji Whae; Tran, Thi My Linh; Pan, Ian; Shi, Lin-Bo; Wang, Dong-Cui; Mei, Ji; Jiang, Xiao-Long; Zeng, Qiu-Hua; Egglin, Thomas K.; Hu, Ping-Feng; Agarwal, Saurabh; Xie, Fang-Fang; Li, Sha; Healey, Terrance; Atalay, Michael K.; Liao, Wei-Hua",RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Article,296,2,E46-E54,2020,809,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700005,122.746212,16.013446807861328,19.71944,6.59,50.52,41.0255,International - Bilateral,99.9428,11.105
WOS:000659914800001,10.11613/BM.2021.010502,MEDLINE:33380887,"Sample size, power and effect size revisited: simplified and practical approaches in pre-clinical, clinical and laboratory studies","Serdar, Ceyhan Ceran; Cihan, Murat; Yucel, Dogan; Serdar, Muhittin A.",BIOCHEMIA MEDICA,1010 Medical Technology,Review,31,1,n/a,2021,805,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000659914800001,137.857143,18.10604476928711,16.730345,5.84,44.4603,48.1162,Domestic - Multiple,99.9725,2.515
