Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000605529200009,10.1007/s00784-020-03710-w,MEDLINE:33409693,Prevalence of temporomandibular joint disorders: a systematic review and meta-analysis,"Valesan, Ligia Figueiredo; Da-Cas, Cecilia Doebber; Reus, Jessica Conti; Denardin, Ana Cristina Scremin; Garanhani, Roberto Ramos; Bonotto, Daniel; Januzzi, Eduardo; de Souza, Beatriz Dulcineia Mendes",CLINICAL ORAL INVESTIGATIONS,1003 Stomatology,Review,25,2,441-453,2021,488,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000605529200009,28.094118,18.280710220336914,15.75,17.37,26.6948,30.9841,Domestic - Multiple,99.9492,3.607
WOS:000703697400002,10.1007/978-981-15-3449-2_1,MEDLINE:32445090,Epigenetics in Health and Disease,"Zhang, Lian; Lu, Qianjin; Chang, Christopher",EPIGENETICS IN ALLERGY AND AUTOIMMUNITY,1202 Business Administration; 0830 Environmental Science and Engineering; 0401 Education; 0402 Psychology; 1004 Public Health and Preventive Medicine; 0710 Biology; 1001 Basic Medicine; 1002 Clinical Medicine; 0812 Computer Science and Technology; 0701 Mathematics; 0703 Chemistry; 0702 Physics; 0713 Ecology; 0836 Biotechnology and Bioengineering; 0831 Biomedical Engineering; 1007 Pharmaceutical Science; 0805 Materials Science and Engineering; 1010 Medical Technology; 0804 Instrumentation Science and Technology; 0814 Civil Engineering; 1009 Special Medicine; 0832 Food Science and Engineering; 0901 Crop Science; 0905 Animal Science; 1003 Stomatology; 0906 Veterinary Medicine; 0403 Physical Education and Sport Science; 1400 Cross-field; 0908 Fisheries; 0904 Plant Protection,Book Chapter,1253,n/a,3-55,2020,445,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000703697400002,7.564103,3.5071942806243896,11.4,58.83,126.882,39.0351,International - Bilateral,99.6403,n/a
WOS:000555305400002,10.1007/978-3-030-33128-3_1,MEDLINE:32030660,Deep Learning in Medical Image Analysis,"Chan, Heang-Ping; Samala, Ravi K.; Hadjiiski, Lubomir M.; Zhou, Chuan",DEEP LEARNING IN MEDICAL IMAGE ANALYSIS: CHALLENGES AND APPLICATIONS,0906 Veterinary Medicine; 0901 Crop Science; 0905 Animal Science; 0904 Plant Protection; 0832 Food Science and Engineering; 0908 Fisheries; 0804 Instrumentation Science and Technology; 0701 Mathematics; 0401 Education; 1003 Stomatology; 0403 Physical Education and Sport Science; 1007 Pharmaceutical Science; 0814 Civil Engineering; 0831 Biomedical Engineering; 0702 Physics; 0402 Psychology; 0703 Chemistry; 0805 Materials Science and Engineering; 0713 Ecology; 0836 Biotechnology and Bioengineering; 0830 Environmental Science and Engineering; 1010 Medical Technology; 1009 Special Medicine; 1202 Business Administration; 1001 Basic Medicine; 0710 Biology; 0812 Computer Science and Technology; 1002 Clinical Medicine; 1004 Public Health and Preventive Medicine; 1400 Cross-field,Article,1213,n/a,3-21,2020,445,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000555305400002,17.952763,11.55329704284668,10.091751,24.79,38.5171,44.0954,Domestic - Single,99.9662,n/a
WOS:000531040100002,10.1111/prd.12296,MEDLINE:32385883,The role of the microbiota in periodontal disease,"Curtis, Mike A.; Diaz, Patricia I.; Van Dyke, Thomas E.",PERIODONTOLOGY 2000,1003 Stomatology,Review,83,1,14-25,2020,427,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000531040100002,101.532258,28.571134567260742,36.644188,4.21,14.9452,11.6526,International - Bilateral,99.7423,7.589
WOS:000680164300004,10.1007/978-1-0716-0270-6_3,MEDLINE:32006276,Using Dali for Protein Structure Comparison,"Holm, Liisa",STRUCTURAL BIOINFORMATICS: METHODS AND PROTOCOLS,0906 Veterinary Medicine; 0901 Crop Science; 0905 Animal Science; 0832 Food Science and Engineering; 0902 Horticulture; 0804 Instrumentation Science and Technology; 1003 Stomatology; 1007 Pharmaceutical Science; 0817 Chemical Engineering and Technology; 0831 Biomedical Engineering; 0702 Physics; 0703 Chemistry; 0713 Ecology; 0820 Oil and Natural Gas Engineering; 0836 Biotechnology and Bioengineering; 0830 Environmental Science and Engineering; 1010 Medical Technology; 1009 Special Medicine; 0812 Computer Science and Technology; 0710 Biology; 1001 Basic Medicine; 1002 Clinical Medicine; 1004 Public Health and Preventive Medicine,Article,2112,n/a,29-42,2020,424,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000680164300004,6.719816,11.55329704284668,10.091751,63.1,36.6995,42.0145,Domestic - Single,99.9606,n/a
WOS:000893917100004,10.1007/978-1-0716-0826-5_3,MEDLINE:32804361,Siamese Neural Networks: An Overview,"Chicco, Davide","ARTIFICIAL NEURAL NETWORKS, 3 EDITION",0906 Veterinary Medicine; 0901 Crop Science; 1003 Stomatology; 0905 Animal Science; 0902 Horticulture; 0804 Instrumentation Science and Technology; 0832 Food Science and Engineering; 1007 Pharmaceutical Science; 1009 Special Medicine; 1010 Medical Technology; 0713 Ecology; 0831 Biomedical Engineering; 0817 Chemical Engineering and Technology; 0702 Physics; 1004 Public Health and Preventive Medicine; 0830 Environmental Science and Engineering; 0820 Oil and Natural Gas Engineering; 0703 Chemistry; 0836 Biotechnology and Bioengineering; 1001 Basic Medicine; 0710 Biology; 1002 Clinical Medicine; 0812 Computer Science and Technology,Article,2190,n/a,73-94,2021,405,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000893917100004,4.542464,7.781278133392334,6.66155,89.16,52.048,60.7967,Domestic - Single,99.9944,n/a
WOS:000562377400004,10.1111/prd.12342,MEDLINE:32844417,Periodontitis is an inflammatory disease of oxidative stress: We should treat it that way,"Carneiro Sczepanik, Fabio Sa; Grossi, Marcio Lima; Casati, Marcio; Goldberg, Michael; Glogauer, Michael; Fine, Noah; Tenenbaum, Howard C.",PERIODONTOLOGY 2000,1003 Stomatology,Review,84,1,45-68,2020,405,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000562377400004,101.532258,28.571134567260742,43.609524,3.99,14.1751,9.287,International - Trilateral,99.6907,7.589
WOS:000528267200004,10.1016/j.joen.2020.03.008,MEDLINE:32273156,Coronavirus Disease 19 (COVID-19): Implications for Clinical Dental Care,"Ather, Amber; Patel, Biraj; Ruparel, Nikita B.; Diogenes, Anibal; Hargreaves, Kenneth M.",JOURNAL OF ENDODONTICS,1003 Stomatology,Review,46,5,584-595,2020,388,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000528267200004,45.727273,28.571134567260742,23.63293,8.49,13.5801,16.4178,Domestic - Single,99.6392,4.171
WOS:000559810400032,10.1007/s00784-020-03204-9,MEDLINE:31955271,"Evaluation of adhesion ofStreptococcus mutans, plaque accumulation on zirconia and stainless steel crowns, and surrounding gingival inflammation in primary molars: randomized controlled trial","Mathew, Mebin George; Samuel, S. R.; Soni, Ashu Jagdish; Roopa, Korishettar Basavaraj",CLINICAL ORAL INVESTIGATIONS,1003 Stomatology,Article,24,9,3275-3280,2020,387,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000559810400032,17.023474,11.55329704284668,11.178629,22.73,33.4969,34.6196,Domestic - Multiple,99.955,3.573
WOS:000531040100001,10.1111/prd.12344,MEDLINE:32385880,Clinical and public health implications of periodontal and systemic diseases: An overview,"Genco, Robert J.; Sanz, Mariano",PERIODONTOLOGY 2000,1003 Stomatology,Review,83,1,7-13,2020,386,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000531040100001,101.532258,28.571134567260742,36.644188,3.8,13.5101,10.5337,International - Bilateral,99.5876,7.589
WOS:000691780100010,10.1111/prd.12393,MEDLINE:34463991,The oral microbiome: Role of key organisms and complex networks in oral health and disease,"Sedghi, Lea; DiMassa, Vincent; Harrington, Anthony; Lynch, Susan V.; Kapila, Yvonne L.",PERIODONTOLOGY 2000,1003 Stomatology,Review,87,1,107-131,2021,372,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000691780100010,79.833333,18.280710220336914,15.146153,4.66,20.3493,24.5607,Domestic - Single,99.8985,12.239
WOS:000554918800003,10.1007/978-981-15-3266-5_3,MEDLINE:32185706,"Roles of PD-1/PD-L1 Pathway: Signaling, Cancer, and Beyond","Ai, Luoyan; Xu, Antao; Xu, Jie",REGULATION OF CANCER IMMUNE CHECKPOINTS: MOLECULAR AND CELLULAR MECHANISMS AND THERAPY,0906 Veterinary Medicine; 0905 Animal Science; 0901 Crop Science; 0904 Plant Protection; 0832 Food Science and Engineering; 0401 Education; 0701 Mathematics; 0804 Instrumentation Science and Technology; 0908 Fisheries; 1003 Stomatology; 0403 Physical Education and Sport Science; 0814 Civil Engineering; 1007 Pharmaceutical Science; 0402 Psychology; 0713 Ecology; 0831 Biomedical Engineering; 0702 Physics; 0836 Biotechnology and Bioengineering; 0703 Chemistry; 0805 Materials Science and Engineering; 1010 Medical Technology; 1009 Special Medicine; 0830 Environmental Science and Engineering; 1202 Business Administration; 0710 Biology; 0812 Computer Science and Technology; 1002 Clinical Medicine; 1001 Basic Medicine; 1004 Public Health and Preventive Medicine; 1400 Cross-field,Article,1248,n/a,33-59,2020,370,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000554918800003,17.952763,11.55329704284668,11.178629,20.61,32.0255,33.0989,Domestic - Multiple,99.9493,n/a
WOS:000555507400021,10.1007/978-1-4939-9877-7_20,MEDLINE:31584170,PlasmidFinder and In Silico pMLST: Identification and Typing of Plasmid Replicons in Whole-Genome Sequencing (WGS),"Carattoli, Alessandra; Hasman, Henrik",HORIZONTAL GENE TRANSFER: METHODS AND PROTOCOLS,0906 Veterinary Medicine; 0832 Food Science and Engineering; 0905 Animal Science; 0901 Crop Science; 0902 Horticulture; 0804 Instrumentation Science and Technology; 1003 Stomatology; 1007 Pharmaceutical Science; 0817 Chemical Engineering and Technology; 0713 Ecology; 0831 Biomedical Engineering; 0702 Physics; 0836 Biotechnology and Bioengineering; 0703 Chemistry; 0820 Oil and Natural Gas Engineering; 1009 Special Medicine; 1010 Medical Technology; 0830 Environmental Science and Engineering; 0710 Biology; 0812 Computer Science and Technology; 1002 Clinical Medicine; 1001 Basic Medicine; 1004 Public Health and Preventive Medicine,Article,2075,n/a,285-294,2020,368,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000555507400021,6.719816,11.55329704284668,13.869919,54.76,31.8524,26.5322,International - Bilateral,99.9437,n/a
WOS:000684264500018,10.1007/978-1-0716-0327-7_17,MEDLINE:32124324,EPIC: A Tool to Estimate the Proportions of Different Cell Types from Bulk Gene Expression Data,"Racle, Julien; Gfeller, David",BIOINFORMATICS FOR CANCER IMMUNOTHERAPY,0906 Veterinary Medicine; 0832 Food Science and Engineering; 0901 Crop Science; 0905 Animal Science; 0902 Horticulture; 0804 Instrumentation Science and Technology; 1003 Stomatology; 1007 Pharmaceutical Science; 0713 Ecology; 0817 Chemical Engineering and Technology; 0831 Biomedical Engineering; 0702 Physics; 0836 Biotechnology and Bioengineering; 0703 Chemistry; 1010 Medical Technology; 0820 Oil and Natural Gas Engineering; 1009 Special Medicine; 0830 Environmental Science and Engineering; 0710 Biology; 1002 Clinical Medicine; 0812 Computer Science and Technology; 1001 Basic Medicine; 1004 Public Health and Preventive Medicine,Article,2120,n/a,233-248,2020,356,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000684264500018,6.719816,11.55329704284668,11.178629,52.98,30.8137,31.8465,Domestic - Multiple,99.9381,n/a
WOS:000531040100003,10.1111/prd.12297,MEDLINE:32385877,The role of inflammation and genetics in periodontal disease,"Loos, Bruno G.; Van Dyke, Thomas E.",PERIODONTOLOGY 2000,1003 Stomatology,Review,83,1,26-39,2020,354,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000531040100003,101.532258,28.571134567260742,36.644188,3.49,12.3901,9.6605,International - Bilateral,99.5361,7.589
WOS:000882004500035,10.1038/s41415-022-5166-x,MEDLINE:36369568,"Reviewing the epidemiology of head and neck cancer: definitions, trends and risk factors","Gormley, Mark; Creaney, Grant; Schache, Andrew; Ingarfield, Kate; Conway, David I.",BRITISH DENTAL JOURNAL,1003 Stomatology,Article,233,9,780-786,2022,347,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000882004500035,6.357466,5.990482330322266,5.86286,54.58,57.9252,59.1861,Domestic - Multiple,99.9844,2.6
WOS:000670224500001,10.1111/jcpe.13506,MEDLINE:34101223,"Global, regional, and national burden of severe periodontitis, 1990-2019: An analysis of the Global Burden of Disease Study 2019","Chen, Meng Xuan; Zhong, Yu Jie; Dong, Qian Qian; Wong, Hai Ming; Wen, Yi Feng",JOURNAL OF CLINICAL PERIODONTOLOGY,1003 Stomatology,Article,48,9,1165-1188,2021,324,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000670224500001,25.116667,7.781278133392334,7.6923723,12.9,41.6384,42.1196,Domestic - Multiple,99.9888,7.478
WOS:000539798000001,10.1111/edt.12573,MEDLINE:32460393,International Association of Dental Traumatology guidelines for the management of traumatic dental injuries: 2. Avulsion of permanent teeth,"Fouad, Ashraf F.; Abbott, Paul V.; Tsilingaridis, Georgios; Cohenca, Nestor; Lauridsen, Eva; Bourguignon, Cecilia; O'Connell, Anne; Flores, Marie Therese; Day, Peter F.; Hicks, Lamar; Andreasen, Jens Ove; Cehreli, Zafer C.; Harlamb, Stephen; Kahler, Bill; Oginni, Adeleke; Semper, Marc; Levin, Liran",DENTAL TRAUMATOLOGY,1003 Stomatology,Review,36,4,331-342,2020,321,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000539798000001,81.1875,28.571134567260742,81.08064,3.95,11.2351,3.959,International - Quadrilateral +,99.4845,3.333
WOS:000552824800001,10.1111/edt.12578,MEDLINE:32475015,International Association of Dental Traumatology guidelines for the management of traumatic dental injuries: 1. Fractures and luxations,"Bourguignon, Cecilia; Cohenca, Nestor; Lauridsen, Eva; Flores, Marie Therese; O'Connell, Anne C.; Day, Peter F.; Tsilingaridis, Georgios; Abbott, Paul V.; Fouad, Ashraf F.; Hicks, Lamar; Andreasen, Jens Ove; Cehreli, Zafer C.; Harlamb, Stephen; Kahler, Bill; Oginni, Adeleke; Semper, Marc; Levin, Liran",DENTAL TRAUMATOLOGY,1003 Stomatology,Review,36,4,314-330,2020,317,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000552824800001,81.1875,28.571134567260742,81.08064,3.9,11.0951,3.9097,International - Quadrilateral +,99.433,3.333
WOS:000595174300008,10.1097/PHH.0000000000001263,MEDLINE:32956299,"Revealing the Unequal Burden of COVID-19 by Income, Race/Ethnicity, and Household Crowding: US County Versus Zip Code Analyses","Chen, Jarvis T.; Krieger, Nancy",JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1003 Stomatology; 1004 Public Health and Preventive Medicine,Article,27,n/a,S43-S56,2021,316,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000595174300008,12.034483,7.781278133392334,6.66155,26.26,40.6103,47.4364,Domestic - Single,99.9832,2.657
WOS:000510902600003,="10.1159/000503309",MEDLINE:31590168,Terminology of Dental Caries and Dental Caries Management: Consensus Report of a Workshop Organized by ORCA and Cariology Research Group of IADR,"Machiulskiene, Vita; Campus, Guglielmo; Carvalho, Joana Christina; Dige, Irene; Ekstrand, Kim Rud; Jablonski-Momeni, Anahita; Maltz, Marisa; Manton, David J.; Martignon, Stefania; Martinez-Mier, E. Angeles; Pitts, Nigel B.; Schulte, Andreas G.; Splieth, Christian H.; Tenuta, Livia Maria Andalo; Ferreira Zandona, Andrea; Nyvad, Bente",CARIES RESEARCH,1003 Stomatology,Review,54,1,7-14,2020,315,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000510902600003,93.714286,28.571134567260742,81.08064,3.36,11.0251,3.885,International - Quadrilateral +,99.3815,4.056
WOS:000537700200019,10.1111/prd.12323,MEDLINE:31850640,Recent epidemiologic trends in periodontitis in the USA,"Eke, Paul I.; Borgnakke, Wenche S.; Genco, Robert J.",PERIODONTOLOGY 2000,1003 Stomatology,Review,82,1,257-267,2020,314,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000537700200019,101.532258,28.571134567260742,21.12,3.09,10.9901,14.8674,Domestic - Multiple,99.3299,7.589
