Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000922928406057,n/a,n/a,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers,"Xie, Enze; Wang, Wenhai; Yu, Zhiding; Anandkumar, Anima; Alvarez, Jose M.; Luo, Ping",ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 34 (NEURIPS 2021),1001 Basic Medicine; 0812 Computer Science and Technology; 0402 Psychology,Proceedings Paper,34,n/a,n/a,2021,3877,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000922928406057,20.667952,3.8683371543884277,6.6566873,187.59,1002.2394,582.4218,International - Bilateral,99.9973,n/a
WOS:000581001200010,10.1093/cid/ciaa248,MEDLINE:32161940,"Dysregulation of Immune Response in Patients With Coronavirus 2019 (COVID-19) in Wuhan, China","Qin, Chuan; Zhou, Luoqi; Hu, Ziwei; Zhang, Shuoqi; Yang, Sheng; Tao, Yu; Xie, Cuihong; Ma, Ke; Shang, Ke; Wang, Wei; Tian, Dai-Shi",CLINICAL INFECTIOUS DISEASES,1001 Basic Medicine; 1004 Public Health and Preventive Medicine; 0710 Biology,Article,71,15,762-768,2020,3527,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000581001200010,62.450687,20.340620040893555,15.702932,56.48,173.3969,224.6077,Domestic - Single,99.998,9.079
WOS:000901616407049,n/a,n/a,Diffusion Models Beat GANs on Image Synthesis,"Dhariwal, Prafulla; Nichol, Alex",ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 34 (NEURIPS 2021),0812 Computer Science and Technology; 1001 Basic Medicine; 0402 Psychology,Proceedings Paper,34,n/a,n/a,2021,3421,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000901616407049,20.667952,3.8683371543884277,3.9767098,165.52,884.3593,860.2589,Domestic - Multiple,99.9946,n/a
WOS:000571121100044,10.1172/JCI137244,MEDLINE:32217835,Clinical and immunological features of severe and moderate coronavirus disease 2019,"Chen, Guang; Wu, Di; Guo, Wei; Cao, Yong; Huang, Da; Wang, Hongwu; Wang, Tao; Zhang, Xiaoyun; Chen, Huilong; Yu, Haijing; Zhang, Xiaoping; Zhang, Minxia; Wu, Shiji; Song, Jianxin; Chen, Tao; Han, Meifang; Li, Shusheng; Luo, Xiaoping; Zhao, Jianping; Ning, Qin",JOURNAL OF CLINICAL INVESTIGATION,1001 Basic Medicine,Article,130,5,2620-2629,2020,3323,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000571121100044,76.395294,20.340620040893555,15.702932,43.5,163.3677,211.6165,Domestic - Single,99.9975,14.808
WOS:000549915600001,10.1177/0271678X20943823,n/a,The ARRIVE guidelines 2.0: Updated guidelines for reporting animal research*,"du Sert, Nathalie Percie; Hurst, Viki; Ahluwalia, Amrita; Alam, Sabina; Avey, Marc T.; Baker, Monya; Browne, William J.; Clark, Alejandra; Cuthill, Innes C.; Dirnagl, Ulrich; Emerson, Michael; Garner, Paul; Holgate, Stephen T.; Howells, David W.; Karp, Natasha A.; Lazic, Stanley E.; Lidster, Katie; MacCallum, Catriona J.; Macleod, Malcolm; Pearl, Esther J.; Petersen, Ole H.; Rawle, Frances; Reynolds, Penny; Rooney, Kieron; Sena, Emily S.; Silberberg, Shai D.; Steckler, Thomas; Wurbel, Hanno",JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,1001 Basic Medicine; 1002 Clinical Medicine,Article,40,9,1769-1777,2020,3321,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000549915600001,45.680628,20.340620040893555,42.41613,72.7,163.2694,78.2957,International - Quadrilateral +,99.997,6.2
WOS:000522379600001,10.1038/s41580-020-0230-3,MEDLINE:32231263,Reactive oxygen species (ROS) as pleiotropic physiological signalling agents,"Sies, Helmut; Jones, Dean P.",NATURE REVIEWS MOLECULAR CELL BIOLOGY,1001 Basic Medicine; 0710 Biology,Review,21,7,363-383,2020,3315,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000522379600001,753.22,47.029273986816406,52.879356,4.4,70.488,62.6899,International - Bilateral,99.9969,94.444
WOS:000513168400005,10.1186/s12864-019-6413-7,MEDLINE:31898477,The advantages of the Matthews correlation coefficient (MCC) over F1 score and accuracy in binary classification evaluation,"Chicco, Davide; Jurman, Giuseppe",BMC GENOMICS,0836 Biotechnology and Bioengineering; 1001 Basic Medicine; 0710 Biology,Article,21,1,n/a,2020,3242,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000513168400005,23.593103,20.340620040893555,23.734728,137.41,159.3855,136.5931,International - Bilateral,99.9965,3.969
WOS:000529739500001,10.1038/s41562-020-0884-z,MEDLINE:32355299,Using social and behavioural science to support COVID-19 pandemic response,"Van Bavel, Jay J.; Baicker, Katherine; Boggio, Paulo S.; Capraro, Valerio; Cichocka, Aleksandra; Cikara, Mina; Crockett, Molly J.; Crum, Alia J.; Douglas, Karen M.; Druckman, James N.; Drury, John; Dube, Oeindrila; Ellemers, Naomi; Finkel, Eli J.; Fowler, James H.; Gelfand, Michele; Han, Shihui; Haslam, S. Alexander; Jetten, Jolanda; Kitayama, Shinobu; Mobbs, Dean; Napper, Lucy E.; Packer, Dominic J.; Pennycook, Gordon; Peters, Ellen; Petty, Richard E.; Rand, David G.; Reicher, Stephen D.; Schnall, Simone; Shariff, Azim; Skitka, Linda J.; Smith, Sandra Susan; Sunstein, Cass R.; Tabri, Nassim; Tucker, Joshua A.; van der Linden, Sander; van Lange, Paul; Weeden, Kim A.; Wohl, Michael J. A.; Zaki, Jamil; Zion, Sean R.; Willer, Robb",NATURE HUMAN BEHAVIOUR,0402 Psychology; 1001 Basic Medicine,Article,4,5,460-471,2020,3231,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000529739500001,120.092857,20.340620040893555,42.41613,26.9,158.8447,76.1739,International - Quadrilateral +,99.996,13.663
WOS:000529597900002,10.1038/s41591-020-0897-1,n/a,Antibody responses to SARS-CoV-2 in patients with COVID-19,"Long, Quan-Xin; Liu, Bai-Zhong; Deng, Hai-Jun; Wu, Gui-Cheng; Deng, Kun; Chen, Yao-Kai; Liao, Pu; Qiu, Jing-Fu; Lin, Yong; Cai, Xue-Fei; Wang, De-Qiang; Hu, Yuan; Ren, Ji-Hua; Tang, Ni; Xu, Yin-Yin; Yu, Li-Hua; Mo, Zhan; Gong, Fang; Zhang, Xiao-Li; Tian, Wen-Guang; Hu, Li; Zhang, Xian-Xiang; Xiang, Jiang-Lin; Du, Hong-Xin; Liu, Hua-Wen; Lang, Chun-Hui; Luo, Xiao-He; Wu, Shao-Bo; Cui, Xiao-Ping; Zhou, Zheng; Zhu, Man-Man; Wang, Jing; Xue, Cheng-Jun; Li, Xiao-Feng; Wang, Li; Li, Zhi-Jie; Wang, Kun; Niu, Chang-Chun; Yang, Qing-Jun; Tang, Xiao-Jun; Zhang, Yong; Liu, Xia-Mao; Li, Jin-Jing; Zhang, De-Chun; Zhang, Fan; Liu, Ping; Yuan, Jun; Li, Qin; Hu, Jie-Li; Chen, Juan; Huang, Ai-Long",NATURE MEDICINE,1001 Basic Medicine; 0710 Biology,Article,26,6,845-+,2020,3220,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000529597900002,295.557143,20.340620040893555,19.044899,10.89,158.3039,169.0741,Domestic - Multiple,99.9949,53.44
WOS:000595479200001,10.1093/cid/ciaa344,n/a,Antibody Responses to SARS-CoV-2 in Patients With Novel Coronavirus Disease 2019,"Zhao, Juanjuan; Yuan, Quan; Wang, Haiyan; Liu, Wei; Liao, Xuejiao; Su, Yingying; Wang, Xin; Yuan, Jing; Li, Tingdong; Li, Jinxiu; Qian, Shen; Hong, Congming; Wang, Fuxiang; Liu, Yingxia; Wang, Zhaoqin; He, Qing; Li, Zhiyong; He, Bin; Zhang, Tianying; Fu, Yang; Ge, Shengxiang; Liu, Lei; Zhang, Jun; Xia, Ningshao; Zhang, Zheng",CLINICAL INFECTIOUS DISEASES,1001 Basic Medicine; 1004 Public Health and Preventive Medicine; 0710 Biology,Article,71,16,2027-2034,2020,3220,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000595479200001,62.450687,20.340620040893555,19.044899,51.56,158.3039,169.0741,Domestic - Multiple,99.9949,9.079
WOS:000601144500002,10.1038/s41580-020-00315-9,MEDLINE:33353982,Gene regulation by long non-coding RNAs and its biological functions,"Statello, Luisa; Guo, Chun-Jie; Chen, Ling-Ling; Huarte, Maite",NATURE REVIEWS MOLECULAR CELL BIOLOGY,1001 Basic Medicine; 0710 Biology,Review,22,2,96-118,2020,3138,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000601144500002,753.22,47.029273986816406,52.879356,4.17,66.7244,59.3426,International - Bilateral,99.9939,94.444
WOS:000631496800002,10.1038/s41591-021-01283-z,MEDLINE:33753937,Post-acute COVID-19 syndrome,"Nalbandian, Ani; Sehgal, Kartik; Gupta, Aakriti; Madhavan, Mahesh V.; McGroder, Claire; Stevens, Jacob S.; Cook, Joshua R.; Nordvig, Anna S.; Shalev, Daniel; Sehrawat, Tejasav S.; Ahluwalia, Neha; Bikdeli, Behnood; Dietz, Donald; Der-Nigoghossian, Caroline; Liyanage-Don, Nadia; Rosner, Gregg F.; Bernstein, Elana J.; Mohan, Sumit; Beckley, Akinpelumi A.; Seres, David S.; Choueiri, Toni K.; Uriel, Nir; Ausiello, John C.; Accili, Domenico; Freedberg, Daniel E.; Baldwin, Matthew; Schwartz, Allan; Brodie, Daniel; Garcia, Christine Kim; Elkind, Mitchell S. V.; Connors, Jean M.; Bilezikian, John P.; Landry, Donald W.; Wan, Elaine Y.",NATURE MEDICINE,0710 Biology; 1001 Basic Medicine,Review,27,4,601-615,2021,3070,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000631496800002,639.181818,32.43564987182617,31.087643,4.8,94.6489,98.7531,Domestic - Multiple,99.9945,87.244
WOS:000529487700004,10.1038/s41577-020-0311-8,MEDLINE:32346093,"The trinity of COVID-19: immunity, inflammation and intervention","Tay, Matthew Zirui; Poh, Chek Meng; Renia, Laurent; MacAry, Paul A.; Ng, Lisa F. P.",NATURE REVIEWS IMMUNOLOGY,1001 Basic Medicine,Review,20,6,363-374,2020,3057,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000529487700004,475.745455,47.029273986816406,52.879356,6.43,65.0021,57.8108,International - Bilateral,99.9908,53.106
WOS:001202259101051,n/a,n/a,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"Wei, Jason; Wang, Xuezhi; Schuurmans, Dale; Bosma, Maarten; Ichter, Brian; Xia, Fei; Chi, Ed H.; Le, Quoc V.; Zhou, Denny","ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 35, NEURIPS 2022",1001 Basic Medicine; 0812 Computer Science and Technology; 0402 Psychology,Proceedings Paper,n/a,n/a,n/a,2022,3041,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:001202259101051,10.254442,3.473634719848633,2.503661,296.55,875.4519,1214.6213,Domestic - Single,99.9951,n/a
WOS:000520398600001,10.1038/s41591-020-0820-9,MEDLINE:32284615,The proximal origin of SARS-CoV-2,"Andersen, Kristian G.; Rambaut, Andrew; Lipkin, W. Ian; Holmes, Edward C.; Garry, Robert F.",NATURE MEDICINE,1001 Basic Medicine; 0710 Biology,Letter,26,4,450-452,2020,3018,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000520398600001,180.740741,12.231860160827637,24.592335,16.7,246.7327,122.7212,International - Trilateral,99.9722,53.44
WOS:000525799600005,10.1016/j.jaut.2020.102433,MEDLINE:32113704,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak,"Rothan, Hussin A.; Byrareddy, Siddappa N.",JOURNAL OF AUTOIMMUNITY,1001 Basic Medicine,Review,109,n/a,n/a,2020,3013,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000525799600005,182.428571,47.029273986816406,45.236877,16.52,64.0665,66.605,Domestic - Multiple,99.9877,7.094
WOS:000537399500011,10.1016/j.cell.2020.04.026,MEDLINE:32416070,Imbalanced Host Response to SARS-CoV-2 Drives Development of COVID-19,"Blanco-Melo, Daniel; Nilsson-Payant, Benjamin E.; Liu, Wen-Chun; Uhl, Skyler; Hoagland, Daisy; Moller, Rasmus; Jordan, Tristan X.; Oishi, Kohei; Panis, Maryline; Sachs, David; Wang, Taia T.; Schwartz, Robert E.; Lim, Jean K.; Albrecht, Randy A.; tenOever, Benjamin R.",CELL,1001 Basic Medicine; 0710 Biology,Article,181,5,1036-+,2020,2954,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000537399500011,324.408719,20.340620040893555,19.044899,9.11,145.2266,155.1071,Domestic - Multiple,99.9944,41.584
WOS:000626474500006,10.1038/s41562-021-01079-8,MEDLINE:33686204,A global panel database of pandemic policies (Oxford COVID-19 Government Response Tracker),"Hale, Thomas; Angrist, Noam; Goldszmidt, Rafael; Kira, Beatriz; Petherick, Anna; Phillips, Toby; Webster, Samuel; Cameron-Blake, Emily; Hallas, Laura; Majumdar, Saptarshi; Tatlow, Helen",NATURE HUMAN BEHAVIOUR,0402 Psychology; 1001 Basic Medicine,Article,5,4,529-+,2021,2836,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000626474500006,109.213115,14.812976837158203,16.725378,25.97,191.4538,169.5627,International - Bilateral,99.9985,24.252
WOS:000534463100001,10.1038/s41577-020-0306-5,MEDLINE:32433532,A guide to cancer immunotherapy: from T cell basic science to clinical practice,"Waldman, Alex D.; Fritz, Jill M.; Lenardo, Michael J.",NATURE REVIEWS IMMUNOLOGY,1001 Basic Medicine,Review,20,11,651-668,2020,2829,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000534463100001,475.745455,47.029273986816406,45.236877,5.95,60.154,62.5375,Domestic - Multiple,99.9847,53.106
WOS:000651469300002,10.1038/s41591-021-01377-8,MEDLINE:34002089,Neutralizing antibody levels are highly predictive of immune protection from symptomatic SARS-CoV-2 infection,"Khoury, David S.; Cromer, Deborah; Reynaldi, Arnold; Schlub, Timothy E.; Wheatley, Adam K.; Juno, Jennifer A.; Subbarao, Kanta; Kent, Stephen J.; Triccas, James A.; Davenport, Miles P.",NATURE MEDICINE,1001 Basic Medicine; 0710 Biology,Article,27,7,1205-+,2021,2770,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000651469300002,207.497537,14.812976837158203,14.031408,13.35,186.9982,197.4143,Domestic - Multiple,99.998,87.244
WOS:000511398100010,10.1038/s41419-020-2298-2,MEDLINE:32015325,"Ferroptosis: past, present and future","Li, Jie; Cao, Feng; Yin, He-liang; Huang, Zi-Jian; Lin, Zhi-tao; Mao, Ning; Sun, Bei; Wang, Gang",CELL DEATH & DISEASE,1001 Basic Medicine; 0710 Biology,Review,11,2,n/a,2020,2770,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000511398100010,175.490196,47.029273986816406,45.236877,15.78,58.8995,61.2332,Domestic - Multiple,99.9816,8.469
WOS:000543822100009,10.1016/j.cell.2020.05.015,MEDLINE:32473127,Targets of T Cell Responses to SARS-CoV-2 Coronavirus in Humans with COVID-19 Disease and Unexposed Individuals,"Grifoni, Alba; Weiskopf, Daniela; Ramirez, Sydney, I; Mateus, Jose; Dan, Jennifer M.; Moderbacher, Carolyn Rydyznski; Rawlings, Stephen A.; Sutherland, Aaron; Premkumar, Lakshmanane; Jadi, Ramesh S.; Marrama, Daniel; de Silva, Aravinda M.; Frazier, April; Carlin, Aaron F.; Greenbaum, Jason A.; Peters, Bjoern; Krammer, Florian; Smith, Davey M.; Crotty, Shane; Sette, Alessandro",CELL,1001 Basic Medicine; 0710 Biology,Article,181,7,1489-+,2020,2702,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000543822100009,324.408719,20.340620040893555,19.044899,8.33,132.8376,141.8753,Domestic - Multiple,99.9939,41.584
WOS:000561488500006,10.1016/j.cell.2020.06.043,MEDLINE:32697968,Tracking Changes in SARS-CoV-2 Spike: Evidence that D614G Increases Infectivity of the COVID-19 Virus,"Korber, Bette; Fischer, Will M.; Gnanakaran, Sandrasegaram; Yoon, Hyejin; Theiler, James; Abfalterer, Werner; Hengartner, Nick; Giorgi, Elena E.; Bhattacharya, Tanmoy; Foley, Brian; Hastie, Kathryn M.; Parker, Matthew D.; Partridge, David G.; Evans, Cariad M.; Freeman, Timothy M.; de Silva, Thushan, I; McDanal, Charlene; Perez, Lautaro G.; Tang, Haili; Moon-Walker, Alex; Whelan, Sean P.; LaBranche, Celia C.; Saphire, Erica O.; Montefiori, David C.",CELL,1001 Basic Medicine; 0710 Biology,Article,182,4,812-+,2020,2701,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000561488500006,324.408719,20.340620040893555,23.734728,8.33,132.7885,113.7995,International - Bilateral,99.9934,41.584
