Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000551892700017,10.1148/radiol.2020201187,MEDLINE:32228363,COVID-19-associated Acute Hemorrhagic Necrotizing Encephalopathy: Imaging Features,"Poyiadji, Neo; Shahin, Gassan; Noujaim, Daniel; Stone, Michael; Patel, Suresh; Griffith, Brent",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Editorial Material,296,2,E119-E120,2020,1055,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700017,18.334951,4.643718242645264,4.0445924,57.54,227.1886,260.8421,Domestic - Single,99.9768,11.105
WOS:000551892700001,10.1148/radiol.2020200490,MEDLINE:32083985,Coronavirus Disease 2019 (COVID-19) A Perspective from China,"Zu, Zi Yue; Jiang, Meng Di; Xu, Peng Peng; Chen, Wen; Ni, Qian Qian; Lu, Guang Ming; Zhang, Long Jiang",RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Article,296,2,E15-E25,2020,1050,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700001,122.746212,16.012102127075195,15.52622,8.55,65.5754,67.6275,Domestic - Multiple,99.9629,11.105
WOS:000611566100037,10.1007/978-3-030-37734-2_37,n/a,Kvasir-SEG: A Segmented Polyp Dataset,"Jha, Debesh; Smedsrud, Pia H.; Riegler, Michael A.; Halvorsen, Pal; de Lange, Thomas; Johansen, Dag; Johansen, Havard D.","MULTIMEDIA MODELING (MMM 2020), PT II",0805 Materials Science and Engineering; 1004 Public Health and Preventive Medicine; 0703 Chemistry; 0708 Geophysics; 1201 Management Science and Engineering; 0401 Education; 0814 Civil Engineering; 0804 Instrumentation Science and Technology; 0825 Aerospace Science and Technology; 0823 Transportation Engineering; 1002 Clinical Medicine; 0836 Biotechnology and Bioengineering; 0810 Information and Communication Engineering; 1202 Business Administration; 0712 History of Science and Technology; 0301 Law; 0833 Urban and Rural Planning; 1010 Medical Technology; 0813 Architecture; 0705 Geography; 0831 Biomedical Engineering; 0303 Sociology; 0811 Control Science and Engineering; 1204 Public Administration; 0302 Political Science; 1009 Special Medicine; 1205 Library and Information Science & Archive Management; 0101 Philosophy; 0603 World History; 0714 Statistics; 0503 Journalism and Communication; 1302 Music and Dance; 1001 Basic Medicine; 0702 Physics; 0402 Psychology; 0835 Software Engineering; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,11962,n/a,451-462,2020,955,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000611566100037,5.166721,3.449674606323242,3.1578107,184.84,276.8377,302.4247,Domestic - Multiple,99.995,n/a
WOS:000904116000001,10.1007/978-3-031-20047-2_1,n/a,ByteTrack: Multi-object Tracking by Associating Every Detection Box,"Zhang, Yifu; Sun, Peize; Jiang, Yi; Yu, Dongdong; Weng, Fucheng; Yuan, Zehuan; Luo, Ping; Liu, Wenyu; Wang, Xinggang","COMPUTER VISION, ECCV 2022, PT XXII",0814 Civil Engineering; 0805 Materials Science and Engineering; 0804 Instrumentation Science and Technology; 0833 Urban and Rural Planning; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0705 Geography; 0301 Law; 0825 Aerospace Science and Technology; 0810 Information and Communication Engineering; 0813 Architecture; 0811 Control Science and Engineering; 0703 Chemistry; 0708 Geophysics; 0303 Sociology; 1201 Management Science and Engineering; 0831 Biomedical Engineering; 0401 Education; 1302 Music and Dance; 0823 Transportation Engineering; 0302 Political Science; 0712 History of Science and Technology; 1202 Business Administration; 0101 Philosophy; 1205 Library and Information Science & Archive Management; 0603 World History; 1204 Public Administration; 1010 Medical Technology; 1009 Special Medicine; 1004 Public Health and Preventive Medicine; 0503 Journalism and Communication; 0714 Statistics; 0835 Software Engineering; 0702 Physics; 1001 Basic Medicine; 0402 Psychology; 0812 Computer Science and Technology; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,13682,n/a,1-21,2022,898,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000904116000001,5.407521,3.9287266731262207,4.1020427,166.07,228.5728,218.9153,Domestic - Multiple,99.9933,n/a
WOS:000521026200004,10.1007/s00330-020-06801-0,MEDLINE:32193638,Chest CT manifestations of new coronavirus disease 2019 (COVID-19): a pictorial review,"Ye, Zheng; Zhang, Yun; Wang, Yi; Huang, Zixiang; Song, Bin",EUROPEAN RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Review,30,8,4381-4389,2020,872,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000521026200004,52.333333,25.957908630371094,23.017181,16.66,33.5928,37.8847,Domestic - Single,99.9661,5.315
WOS:000551892700007,10.1148/radiol.2020200905,MEDLINE:32191588,Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy,"Li, Lin; Qin, Lixin; Xu, Zeguo; Yin, Youbing; Wang, Xin; Kong, Bin; Bai, Junjie; Lu, Yi; Fang, Zhenghan; Song, Qi; Cao, Kunlin; Liu, Daliang; Wang, Guisheng; Xu, Qizhong; Fang, Xisheng; Zhang, Shiqin; Xia, Juan; Xia, Jun",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,2,E65-+,2020,871,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700007,122.746212,16.012102127075195,15.52622,7.1,54.3964,56.0987,Domestic - Multiple,99.9598,11.105
WOS:000551892700008,10.1148/radiol.2020201160,MEDLINE:32216717,Frequency and Distribution of Chest Radiographic Findings in Patients Positive for COVID-19,"Wong, Ho Yuen Frank; Lam, Hiu Yin Sonia; Fong, Ambrose Ho-Tung; Leung, Siu Ting; Chin, Thomas Wing-Yan; Lo, Christine Shing Yen; Lui, Macy Mei-Sze; Lee, Jonan Chun Yin; Chiu, Keith Wan-Hang; Chung, Tom Wai-Hin; Lee, Elaine Yuen Phin; Wan, Eric Yuk Fai; Hung, Ivan Fan Ngai; Lam, Tina Poy Wing; Kuo, Michael D.; Ng, Ming-Yen",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,2,E72-E78,2020,870,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700008,122.746212,16.012102127075195,15.52622,7.09,54.3339,56.0342,Domestic - Multiple,99.9567,11.105
WOS:000541776100030,10.1148/radiol.2020201365,n/a,The Role of Chest Imaging in Patient Management during the COVID-19 Pandemic: A Multinational Consensus Statement from the Fleischner Society,"Rubin, Geoffrey D.; Ryerson, Christopher J.; Haramati, Linda B.; Sverzellati, Nicola; Kanne, Jeffrey P.; Raoof, Suhail; Schluger, Neil W.; Volpi, Annalisa; Yim, Jae-Joon; Martin, Ian B. K.; Anderson, Deverick J.; Kong, Christina; Altes, Talissa; Bush, Andrew; Desai, Sujal R.; Goldin, Onathan; Goo, Jin Mo; Humbert, Marc; Inour, Yoshikazu; Kauczor, Hans-Ulrich; Luo, Fengming; Mazzone, Peter J.; Prokop, Mathias; Remy-Jardin, Martine; Richeldi, Luca; Schaefer-Prokop, Cornelia M.; Tomiyama, Noriyuki; Wells, Athol U.; Leung, Ann N.",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,296,1,172-180,2020,865,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000541776100030,122.746212,16.012102127075195,41.475212,7.05,54.0216,20.8558,International - Quadrilateral +,99.9536,11.105
WOS:000520166000036,10.1148/radiol.2020200274,n/a,Emerging 2019 Novel Coronavirus (2019-nCoV) Pneumonia,"Song, Fengxiang; Shi, Nannan; Shan, Fei; Zhang, Zhiyong; Shen, Jie; Lu, Hongzhou; Ling, Yun; Jiang, Yebin; Shi, Yuxin",RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,295,1,210-217,2020,856,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000520166000036,122.746212,16.012102127075195,19.832926,6.97,53.4596,43.1606,International - Bilateral,99.9505,11.105
WOS:000563915600001,10.1186/s13244-020-00887-2,MEDLINE:32785796,"Radiomics in medical imaging-""how-to"" guide and critical reflection","van Timmeren, Janita E.; Cester, Davide; Tanadini-Lang, Stephanie; Alkadhi, Hatem; Baessler, Bettina",INSIGHTS INTO IMAGING,1009 Special Medicine; 1010 Medical Technology,Review,11,1,n/a,2020,844,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000563915600001,39.606061,25.957908630371094,23.017181,21.31,32.5142,36.6683,Domestic - Single,99.9321,5.231
WOS:000712019600002,10.1007/978-3-030-87193-2_2,n/a,TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation,"Zhang, Yundong; Liu, Huiye; Hu, Qiang","MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2021, PT I",0811 Control Science and Engineering; 0810 Information and Communication Engineering; 1201 Management Science and Engineering; 0401 Education; 0831 Biomedical Engineering; 0804 Instrumentation Science and Technology; 0823 Transportation Engineering; 0814 Civil Engineering; 0805 Materials Science and Engineering; 1202 Business Administration; 0836 Biotechnology and Bioengineering; 1002 Clinical Medicine; 0833 Urban and Rural Planning; 0825 Aerospace Science and Technology; 0705 Geography; 0703 Chemistry; 1204 Public Administration; 1010 Medical Technology; 1004 Public Health and Preventive Medicine; 1205 Library and Information Science & Archive Management; 0708 Geophysics; 0813 Architecture; 1009 Special Medicine; 0303 Sociology; 0301 Law; 0712 History of Science and Technology; 0503 Journalism and Communication; 0302 Political Science; 1302 Music and Dance; 0101 Philosophy; 0603 World History; 1001 Basic Medicine; 0402 Psychology; 0702 Physics; 0835 Software Engineering; 0714 Statistics; 0812 Computer Science and Technology; 0710 Biology; 0701 Mathematics; 0816 Surveying and Mapping,Proceedings Paper,12901,n/a,14-24,2021,839,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000712019600002,4.748663,3.1281042098999023,4.894395,176.68,268.2136,171.4206,International - Bilateral,99.9961,n/a
WOS:000559735000001,10.1097/RLI.0000000000000672,MEDLINE:32118615,The Clinical and Chest CT Features Associated With Severe and Critical COVID-19 Pneumonia,"Li, Kunhua; Wu, Jiong; Wu, Faqi; Guo, Dajing; Chen, Linli; Fang, Zheng; Li, Chuanming",INVESTIGATIVE RADIOLOGY,1010 Medical Technology; 1009 Special Medicine,Article,55,6,327-331,2020,834,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000559735000001,40.380952,16.012102127075195,15.52622,20.65,52.0856,53.7156,Domestic - Multiple,99.9474,6.016
WOS:000551892700005,10.1148/radiol.2020200823,MEDLINE:32155105,Performance of Radiologists in Differentiating COVID-19 from Non-COVID-19 Viral Pneumonia at Chest CT,"Bai, Harrison X.; Hsieh, Ben; Xiong, Zeng; Halsey, Kasey; Choi, Ji Whae; Tran, Thi My Linh; Pan, Ian; Shi, Lin-Bo; Wang, Dong-Cui; Mei, Ji; Jiang, Xiao-Long; Zeng, Qiu-Hua; Egglin, Thomas K.; Hu, Ping-Feng; Agarwal, Saurabh; Xie, Fang-Fang; Li, Sha; Healey, Terrance; Atalay, Michael K.; Liao, Wei-Hua",RADIOLOGY,1009 Special Medicine; 1010 Medical Technology,Article,296,2,E46-E54,2020,809,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000551892700005,122.746212,16.012102127075195,19.832926,6.59,50.5243,40.7908,International - Bilateral,99.9443,11.105
WOS:000878434800022,10.1007/978-3-031-08999-2_22,n/a,Swin UNETR: Swin Transformers for Semantic Segmentation of Brain Tumors in MRI Images,"Hatamizadeh, Ali; Nath, Vishwesh; Tang, Yucheng; Yang, Dong; Roth, Holger R.; Xu, Daguang","BRAINLESION: GLIOMA, MULTIPLE SCLEROSIS, STROKE AND TRAUMATIC BRAIN INJURIES, BRAINLES 2021, PT I",0810 Information and Communication Engineering; 0814 Civil Engineering; 0811 Control Science and Engineering; 0805 Materials Science and Engineering; 0804 Instrumentation Science and Technology; 0833 Urban and Rural Planning; 0836 Biotechnology and Bioengineering; 0705 Geography; 0301 Law; 1002 Clinical Medicine; 0825 Aerospace Science and Technology; 0813 Architecture; 1201 Management Science and Engineering; 0703 Chemistry; 0708 Geophysics; 0401 Education; 0831 Biomedical Engineering; 0823 Transportation Engineering; 0303 Sociology; 1202 Business Administration; 1205 Library and Information Science & Archive Management; 1010 Medical Technology; 1204 Public Administration; 1302 Music and Dance; 0302 Political Science; 1009 Special Medicine; 0712 History of Science and Technology; 1004 Public Health and Preventive Medicine; 0101 Philosophy; 0603 World History; 0714 Statistics; 0503 Journalism and Communication; 1001 Basic Medicine; 0812 Computer Science and Technology; 0402 Psychology; 0835 Software Engineering; 0702 Physics; 0701 Mathematics; 0710 Biology; 0816 Surveying and Mapping,Proceedings Paper,12962,n/a,272-284,2022,801,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000878434800022,5.407521,3.9287266731262207,4.1020427,148.13,203.8829,195.2686,Domestic - Multiple,99.99,n/a
WOS:000554893500007,10.1109/TMI.2020.2996645,MEDLINE:32730213,Inf-Net: Automatic COVID-19 Lung Infection Segmentation From CT Images,"Fan, Deng-Ping; Zhou, Tao; Ji, Ge-Peng; Zhou, Yi; Chen, Geng; Fu, Huazhu; Shen, Jianbing; Shao, Ling",IEEE TRANSACTIONS ON MEDICAL IMAGING,0831 Biomedical Engineering; 0803 Optical Engineering; 0809 Electronic Science and Technology; 0812 Computer Science and Technology; 1009 Special Medicine; 1010 Medical Technology,Article,39,8,2626-2637,2020,785,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000554893500007,61.541237,16.012102127075195,19.832926,12.76,49.0254,39.5806,International - Bilateral,99.9412,10.048
