Accession Number,DOI,Pubmed ID,Article Title,Authors,Source,Research Area,Document Type,Volume,Issue,Pages,Publication Date,Times Cited,Link,Journal Expected Citations,Category Expected Citations,Collaboration Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Collab-CNCI,Collaboration Type,Percentile in Subject Area,Journal Impact Factor
WOS:000530595200009,10.1007/978-981-32-9705-0_9,MEDLINE:32002927,The Role of Early Life Stress in HPA Axis and Anxiety,"Juruena, Mario F.; Eror, Filip; Cleare, Anthony J.; Young, Allan H.",ANXIETY DISORDERS: RETHINKING AND UNDERSTANDING RECENT DISCOVERIES,0401 Education; 0906 Veterinary Medicine; 0904 Plant Protection; 0901 Crop Science; 0908 Fisheries; 0701 Mathematics; 0905 Animal Science; 0403 Physical Education and Sport Science; 1003 Stomatology; 0832 Food Science and Engineering; 0804 Instrumentation Science and Technology; 1007 Pharmaceutical Science; 0814 Civil Engineering; 0402 Psychology; 0713 Ecology; 0836 Biotechnology and Bioengineering; 1010 Medical Technology; 1009 Special Medicine; 0702 Physics; 1202 Business Administration; 0831 Biomedical Engineering; 1002 Clinical Medicine; 0703 Chemistry; 0710 Biology; 0805 Materials Science and Engineering; 1004 Public Health and Preventive Medicine; 1001 Basic Medicine; 0812 Computer Science and Technology; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1191,n/a,141-153,2020,263,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000530595200009,17.952763,14.411154747009277,13.03518,14.65,18.2498,20.1762,Domestic - Single,99.9331,n/a
WOS:000569180700001,10.1080/23308249.2020.1818689,n/a,Benefits of Dietary Polyphenols and Polyphenol-Rich Additives to Aquatic Animal Health: An Overview,"Ahmadifar, Ehsan; Yousefi, Morteza; Karimi, Msoumeh; Fadaei Raieni, Raha; Dadar, Maryam; Yilmaz, Sevdan; Dawood, Mahmoud A. O.; Abdel-Latif, Hany M. R.",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,0908 Fisheries,Article,29,4,478-511,2020,259,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000569180700001,69.8,14.411154747009277,25.805,3.71,17.9722,10.0368,International - Quadrilateral +,99.9219,5.893
WOS:000531069200021,10.1111/raq.12365,n/a,Sustainable aquaculture requires environmental-friendly treatment strategies for fish diseases,"Lieke, Thora; Meinelt, Thomas; Hoseinifar, Seyed Hossein; Pan, Bo; Straus, David L.; Steinberg, Christian E. W.",REVIEWS IN AQUACULTURE,0908 Fisheries,Article,12,2,943-965,2020,226,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000531069200021,64.5,14.411154747009277,25.805,3.5,15.6823,8.758,International - Quadrilateral +,99.9108,10.592
WOS:000576050600007,10.1007/978-3-030-46227-7_6,n/a,Epidemiology of Skin Cancer: Update 2019,"Leiter, Ulrike; Keim, Ulrike; Garbe, Claus","SUNLIGHT, VITAMIN D AND SKIN CANCER, 3RD EDITION",0906 Veterinary Medicine; 0904 Plant Protection; 0905 Animal Science; 0701 Mathematics; 0401 Education; 0901 Crop Science; 0908 Fisheries; 0403 Physical Education and Sport Science; 1003 Stomatology; 0832 Food Science and Engineering; 1007 Pharmaceutical Science; 0804 Instrumentation Science and Technology; 0814 Civil Engineering; 0713 Ecology; 0402 Psychology; 0836 Biotechnology and Bioengineering; 1010 Medical Technology; 1009 Special Medicine; 0702 Physics; 1002 Clinical Medicine; 0710 Biology; 1202 Business Administration; 0831 Biomedical Engineering; 1004 Public Health and Preventive Medicine; 1001 Basic Medicine; 0703 Chemistry; 0805 Materials Science and Engineering; 0812 Computer Science and Technology; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1268,n/a,123-139,2020,224,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000576050600007,17.952763,14.411154747009277,13.03518,12.48,15.5435,17.1843,Domestic - Single,99.8996,n/a
WOS:000550135600018,10.1016/j.aquaeng.2020.102053,n/a,Deep learning-based appearance features extraction for automated carp species identification,"Banan, Ashkan; Nasiri, Amin; Taheri-Garavand, Amin",AQUACULTURAL ENGINEERING,0908 Fisheries; 0828 Agricultural Engineering,Article,89,n/a,n/a,2020,215,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000550135600018,21.917808,14.411154747009277,13.495753,9.81,14.919,15.9309,Domestic - Multiple,99.8885,3.281
WOS:000625316300007,10.1016/j.aqrep.2021.100611,n/a,"Aquaculture in Brazil: past, present and future","Valenti, Wagner C.; Barros, Helenice P.; Moraes-Valenti, Patricia; Bueno, Guilherme W.; Cavalli, Ronaldo O.",AQUACULTURE REPORTS,0908 Fisheries,Article,19,n/a,n/a,2021,207,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000625316300007,14.052885,10.504091262817383,9.8420925,14.73,19.7066,21.0321,Domestic - Multiple,99.9659,3.385
WOS:000543942300001,10.1111/raq.12464,n/a,"Deep learning for smart fish farming: applications, opportunities and challenges","Yang, Xinting; Zhang, Song; Liu, Jintao; Gao, Qinfeng; Dong, Shuanglin; Zhou, Chao",REVIEWS IN AQUACULTURE,0908 Fisheries,Article,13,1,66-90,2020,198,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000543942300001,64.5,14.411154747009277,16.571428,3.07,13.7394,11.9483,International - Bilateral,99.8773,10.592
WOS:000729123800017,10.1016/j.aquaculture.2021.737498,n/a,Hematological methods in fish-Not only for beginners,"Witeska, Malgorzata; Kondera, Elzbieta; Lugowska, Katarzyna; Bojarski, Bartosz",AQUACULTURE,0908 Fisheries; 0710 Biology,Review,547,n/a,n/a,2021,193,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000729123800017,44.340909,25.354766845703125,22.80247,4.35,7.612,8.464,Domestic - Multiple,99.7783,5.135
WOS:000554918800009,10.1007/978-981-15-3266-5_9,MEDLINE:32185712,Functions of Immune Checkpoint Molecules Beyond Immune Evasion,"Zhang, Yaping; Zheng, Junke",REGULATION OF CANCER IMMUNE CHECKPOINTS: MOLECULAR AND CELLULAR MECHANISMS AND THERAPY,0906 Veterinary Medicine; 0701 Mathematics; 0905 Animal Science; 0401 Education; 0904 Plant Protection; 0908 Fisheries; 0901 Crop Science; 1003 Stomatology; 0403 Physical Education and Sport Science; 1007 Pharmaceutical Science; 0832 Food Science and Engineering; 0804 Instrumentation Science and Technology; 0814 Civil Engineering; 0713 Ecology; 0836 Biotechnology and Bioengineering; 0402 Psychology; 1009 Special Medicine; 1010 Medical Technology; 0702 Physics; 1002 Clinical Medicine; 0710 Biology; 1004 Public Health and Preventive Medicine; 1202 Business Administration; 0831 Biomedical Engineering; 1001 Basic Medicine; 0703 Chemistry; 0812 Computer Science and Technology; 0805 Materials Science and Engineering; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1248,n/a,201-226,2020,192,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000554918800009,17.952763,14.411154747009277,13.03518,10.69,13.323,14.7294,Domestic - Single,99.8662,n/a
WOS:000530810700001,10.1007/978-981-15-2517-9_1,MEDLINE:32246442,Coronary Artery Disease: From Mechanism to Clinical Practice,"Shao, Chunli; Wang, Jingjia; Tian, Jian; Tang, Yi-Da",CORONARY ARTERY DISEASE: THERAPEUTICS AND DRUG DISCOVERY,0906 Veterinary Medicine; 0701 Mathematics; 0905 Animal Science; 0401 Education; 0904 Plant Protection; 0908 Fisheries; 0901 Crop Science; 1003 Stomatology; 0403 Physical Education and Sport Science; 1007 Pharmaceutical Science; 0832 Food Science and Engineering; 0804 Instrumentation Science and Technology; 0814 Civil Engineering; 0713 Ecology; 0836 Biotechnology and Bioengineering; 0402 Psychology; 1010 Medical Technology; 1009 Special Medicine; 0702 Physics; 1002 Clinical Medicine; 0710 Biology; 1004 Public Health and Preventive Medicine; 1202 Business Administration; 0831 Biomedical Engineering; 1001 Basic Medicine; 0703 Chemistry; 0812 Computer Science and Technology; 0805 Materials Science and Engineering; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1177,n/a,1-36,2020,190,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000530810700001,17.952763,14.411154747009277,13.495753,10.58,13.1842,14.0785,Domestic - Multiple,99.855,n/a
WOS:000595053000021,10.1016/j.aquaculture.2020.735885,n/a,"Single cell protein: Sources, mechanism of production, nutritional value and its uses in aquaculture nutrition","Sharif, Muhammad; Zafar, Muhammad Hammad; Aqib, Amjad Islam; Saeed, Muhammad; Farag, Mayada R.; Alagawany, Mahmoud",AQUACULTURE,0908 Fisheries; 0710 Biology,Review,531,n/a,n/a,2021,189,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000595053000021,44.340909,25.354766845703125,28.896227,4.26,7.4542,6.5406,International - Bilateral,99.5565,5.135
WOS:000703789300005,10.1007/978-3-030-62026-4_4,MEDLINE:34370287,The Role of NCOA4-Mediated Ferritinophagy in Ferroptosis,"Santana-Codina, Naiara; Gikandi, Ajami; Mancias, Joseph D.",FERROPTOSIS: MECHANISM AND DISEASES,0906 Veterinary Medicine; 0905 Animal Science; 0904 Plant Protection; 0908 Fisheries; 0901 Crop Science; 0401 Education; 0701 Mathematics; 1003 Stomatology; 0403 Physical Education and Sport Science; 1007 Pharmaceutical Science; 1010 Medical Technology; 1009 Special Medicine; 0804 Instrumentation Science and Technology; 0832 Food Science and Engineering; 0402 Psychology; 0713 Ecology; 0814 Civil Engineering; 1004 Public Health and Preventive Medicine; 0836 Biotechnology and Bioengineering; 0710 Biology; 0702 Physics; 1002 Clinical Medicine; 1001 Basic Medicine; 0831 Biomedical Engineering; 0805 Materials Science and Engineering; 1202 Business Administration; 0703 Chemistry; 0812 Computer Science and Technology; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1301,n/a,41-57,2021,184,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000703789300005,9.133274,10.504091262817383,9.395411,20.15,17.517,19.584,Domestic - Single,99.9545,n/a
WOS:000547688900001,10.1080/23308249.2020.1779651,n/a,Herbal Immunomodulators in Aquaculture,"Elumalai, Preetham; Kurian, Amitha; Lakshmi, Sreeja; Faggio, Caterina; Esteban, Maria Angeles; Ringo, Einar",REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,0908 Fisheries,Review,29,1,33-57,2020,183,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000547688900001,55.2,40.506526947021484,54.707317,3.32,4.5178,3.3451,International - Quadrilateral +,98.4334,5.893
WOS:000554916800008,10.1007/978-3-030-33330-0_7,MEDLINE:31894547,"Inflammation, Frailty and Cardiovascular Disease","Soysal, Pinar; Arik, Ferhat; Smith, Lee; Jackson, Sarah E.; Isik, Ahmet Turan",FRAILTY AND CARDIOVASCULAR DISEASES: RESEARCH INTO AN ELDERLY POPULATION,0906 Veterinary Medicine; 0905 Animal Science; 0701 Mathematics; 0401 Education; 0908 Fisheries; 0904 Plant Protection; 0901 Crop Science; 1003 Stomatology; 0403 Physical Education and Sport Science; 1007 Pharmaceutical Science; 0832 Food Science and Engineering; 0804 Instrumentation Science and Technology; 0814 Civil Engineering; 0836 Biotechnology and Bioengineering; 0402 Psychology; 0713 Ecology; 1010 Medical Technology; 1009 Special Medicine; 1002 Clinical Medicine; 0702 Physics; 0710 Biology; 1004 Public Health and Preventive Medicine; 1202 Business Administration; 1001 Basic Medicine; 0831 Biomedical Engineering; 0703 Chemistry; 0812 Computer Science and Technology; 0805 Materials Science and Engineering; 0830 Environmental Science and Engineering; 1400 Cross-field,Article,1216,n/a,55-64,2020,181,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000554916800008,17.952763,14.411154747009277,16.571428,10.08,12.5597,10.9224,International - Bilateral,99.8438,n/a
WOS:000536865800003,10.1016/j.aquaculture.2020.735422,n/a,A review on the application of herbal medicines in the disease control of aquatic animals,"Zhu, Fei",AQUACULTURE,0908 Fisheries; 0710 Biology,Review,526,n/a,n/a,2020,180,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000536865800003,77.647059,40.506526947021484,34.18919,2.32,4.4437,5.2648,Domestic - Single,98.1723,4.242
WOS:000532747800001,10.1007/s10499-019-00501-3,n/a,The influence of the endogenous and exogenous factors on hematological parameters in different fish species: a review,"Ahmed, Imtiaz; Reshi, Quseen Mushtaq; Fazio, Francesco",AQUACULTURE INTERNATIONAL,0908 Fisheries,Review,28,3,869-899,2020,179,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000532747800001,54.416667,40.506526947021484,39.565216,3.29,4.419,4.5242,International - Bilateral,97.9112,2.235
WOS:000740357700001,10.1016/j.fsi.2021.12.037,MEDLINE:34963656,"Probiotics, prebiotics and synbiotics improved the functionality of aquafeed: Upgrading growth, reproduction, immunity and disease resistance in fish","Rohani, Md Fazle; Islam, S. M. Majharul; Hossain, Md Kabir; Ferdous, Zannatul; Siddik, Muhammad AB.; Nuruzzaman, Mohammad; Padeniya, Uthpala; Brown, Christopher; Shahjahan, Md",FISH & SHELLFISH IMMUNOLOGY,0906 Veterinary Medicine; 0908 Fisheries; 0710 Biology; 1001 Basic Medicine,Article,120,n/a,569-589,2021,179,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000740357700001,18.487374,10.504091262817383,11.9925,9.68,17.041,14.926,International - Bilateral,99.9432,4.622
